AMOUNT,CNAME,DATE,TYPE,CURRENCY,DESCRIPTION,RNAME
286.21,Dining,2025-03-17,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
449.69,Groceries,2025-03-17,spending,HKD,CitySuper,CitySuper
99.9,Transport,2025-03-17,spending,HKD,MTR,MTR
395.46,Dining,2025-03-18,spending,HKD,Dinner - Deliveroo,Deliveroo
833.47,Other,2025-03-18,spending,HKD,7-Eleven,7-Eleven
77.65,Subscriptions,2025-03-18,spending,HKD,Dropbox subscription,Dropbox
184.69,Transport,2025-03-18,spending,HKD,Uber,Uber
155.41,Transport,2025-03-18,spending,HKD,Uber,Uber
372.43,Dining,2025-03-19,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
190.28,Transport,2025-03-19,spending,HKD,MTR,MTR
101.27,Transport,2025-03-19,spending,HKD,Uber,Uber
257.13,Groceries,2025-03-20,spending,HKD,ParknShop,ParknShop
57.68,Subscriptions,2025-03-20,spending,HKD,Apple Music subscription,Apple Music
532.7,Dining,2025-03-22,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
512.12,Dining,2025-03-22,spending,HKD,Dinner - Foodpanda,Foodpanda
79.42,Subscriptions,2025-03-22,spending,HKD,iCloud 2TB subscription,iCloud 2TB
160.86,Transport,2025-03-23,spending,HKD,MTR,MTR
28.13,Subscriptions,2025-03-25,spending,HKD,1Password subscription,1Password
130.93,Transport,2025-03-25,spending,HKD,Uber,Uber
431.87,Other,2025-03-26,spending,HKD,Octopus Reload,Octopus Reload
159.99,Transport,2025-03-26,spending,HKD,MTR,MTR
101.57,Transport,2025-03-27,spending,HKD,MTR,MTR
469.16,Groceries,2025-03-28,spending,HKD,ParknShop,ParknShop
514.99,Groceries,2025-03-28,spending,HKD,Wellcome,Wellcome
1123.57,Shopping,2025-03-30,spending,HKD,Apple Store,Apple Store
367.34,Groceries,2025-03-31,spending,HKD,ParknShop,ParknShop
448.69,Dining,2025-04-01,spending,HKD,Dinner - Deliveroo,Deliveroo
463.6,Groceries,2025-04-01,spending,HKD,ParknShop,ParknShop
456.71,Other,2025-04-01,spending,HKD,HSBC Credit Card,HSBC Credit Card
11000.0,Rent,2025-04-01,spending,HKD,Monthly rent,Landlord
45000.0,Salary,2025-04-01,income,HKD,Monthly salary,TechCorp HK
675.99,Subscriptions,2025-04-01,spending,HKD,24 Hour Fitness subscription,24 Hour Fitness
177.62,Subscriptions,2025-04-01,spending,HKD,Adobe CC subscription,Adobe CC
157.86,Transport,2025-04-01,spending,HKD,Uber,Uber
450.96,Dining,2025-04-02,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
304.52,Other,2025-04-02,spending,HKD,HSBC Credit Card,HSBC Credit Card
306.21,Dining,2025-04-03,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
295.81,Dining,2025-04-03,spending,HKD,Dinner - Deliveroo,Deliveroo
362.02,Dining,2025-04-03,spending,HKD,Dinner - Deliveroo,Deliveroo
58.04,Subscriptions,2025-04-03,spending,HKD,Spotify subscription,Spotify
155.98,Transport,2025-04-03,spending,HKD,MTR,MTR
487.53,Dining,2025-04-04,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
127.34,Transport,2025-04-04,spending,HKD,Uber,Uber
128.05,Transport,2025-04-04,spending,HKD,Uber,Uber
92.16,Subscriptions,2025-04-05,spending,HKD,Netflix subscription,Netflix
156.48,Subscriptions,2025-04-06,spending,HKD,ChatGPT Plus subscription,ChatGPT Plus
77.96,Subscriptions,2025-04-07,spending,HKD,YouTube Premium subscription,YouTube Premium
292.38,Dining,2025-04-08,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
73.89,Subscriptions,2025-04-08,spending,HKD,Disney+ subscription,Disney+
130.32,Transport,2025-04-08,spending,HKD,Uber,Uber
93.93,Transport,2025-04-09,spending,HKD,MTR,MTR
38.9,Subscriptions,2025-04-10,spending,HKD,HBO GO subscription,HBO GO
113.43,Transport,2025-04-10,spending,HKD,Uber,Uber
54.34,Subscriptions,2025-04-11,spending,HKD,Calm subscription,Calm
48.09,Subscriptions,2025-04-12,spending,HKD,Viu subscription,Viu
317.58,Dining,2025-04-13,spending,HKD,Dinner - Deliveroo,Deliveroo
186.18,Transport,2025-04-13,spending,HKD,Uber,Uber
375.6,Dining,2025-04-14,spending,HKD,Dinner - Foodpanda,Foodpanda
585.94,Other,2025-04-14,spending,HKD,Octopus Reload,Octopus Reload
77.59,Subscriptions,2025-04-14,spending,HKD,Notion subscription,Notion
496.48,Groceries,2025-04-15,spending,HKD,CitySuper,CitySuper
485.44,Groceries,2025-04-15,spending,HKD,ParknShop,ParknShop
68.93,Subscriptions,2025-04-15,spending,HKD,Apple TV+ subscription,Apple TV+
559.26,Shopping,2025-04-16,spending,HKD,Lane Crawford,Lane Crawford
54.35,Subscriptions,2025-04-16,spending,HKD,Duolingo Plus subscription,Duolingo Plus
453.29,Dining,2025-04-17,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
432.43,Groceries,2025-04-17,spending,HKD,ParknShop,ParknShop
77.34,Subscriptions,2025-04-18,spending,HKD,Dropbox subscription,Dropbox
155.4,Transport,2025-04-18,spending,HKD,Uber,Uber
129.49,Transport,2025-04-18,spending,HKD,Uber,Uber
555.18,Other,2025-04-19,spending,HKD,HSBC Credit Card,HSBC Credit Card
57.74,Subscriptions,2025-04-20,spending,HKD,Apple Music subscription,Apple Music
181.93,Transport,2025-04-20,spending,HKD,MTR,MTR
255.4,Dining,2025-04-22,spending,HKD,Dinner - Deliveroo,Deliveroo
380.47,Dining,2025-04-22,spending,HKD,Dinner - Deliveroo,Deliveroo
77.65,Subscriptions,2025-04-22,spending,HKD,iCloud 2TB subscription,iCloud 2TB
100.91,Transport,2025-04-22,spending,HKD,Uber,Uber
394.16,Other,2025-04-25,spending,HKD,HSBC Credit Card,HSBC Credit Card
321.57,Other,2025-04-25,spending,HKD,Octopus Reload,Octopus Reload
27.99,Subscriptions,2025-04-25,spending,HKD,1Password subscription,1Password
105.16,Transport,2025-04-25,spending,HKD,Uber,Uber
769.54,Shopping,2025-04-26,spending,HKD,Apple Store,Apple Store
765.01,Shopping,2025-04-26,spending,HKD,Uniqlo,Uniqlo
131.16,Transport,2025-04-26,spending,HKD,MTR,MTR
374.07,Dining,2025-04-27,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
889.87,Shopping,2025-04-27,spending,HKD,Lane Crawford,Lane Crawford
816.32,Shopping,2025-04-27,spending,HKD,Uniqlo,Uniqlo
154.82,Transport,2025-04-28,spending,HKD,MTR,MTR
150.58,Transport,2025-04-29,spending,HKD,Uber,Uber
530.37,Groceries,2025-04-30,spending,HKD,CitySuper,CitySuper
791.68,Groceries,2025-04-30,spending,HKD,CitySuper,CitySuper
581.91,Other,2025-04-30,spending,HKD,7-Eleven,7-Eleven
168.2,Transport,2025-04-30,spending,HKD,MTR,MTR
129.26,Transport,2025-04-30,spending,HKD,Uber,Uber
452.37,Groceries,2025-05-01,spending,HKD,CitySuper,CitySuper
702.42,Other,2025-05-01,spending,HKD,7-Eleven,7-Eleven
11000.0,Rent,2025-05-01,spending,HKD,Monthly rent,Landlord
45000.0,Salary,2025-05-01,income,HKD,Monthly salary,TechCorp HK
672.18,Subscriptions,2025-05-01,spending,HKD,24 Hour Fitness subscription,24 Hour Fitness
179.53,Subscriptions,2025-05-01,spending,HKD,Adobe CC subscription,Adobe CC
307.42,Dining,2025-05-02,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
353.62,Dining,2025-05-02,spending,HKD,Dinner - Deliveroo,Deliveroo
58.88,Subscriptions,2025-05-03,spending,HKD,Spotify subscription,Spotify
164.78,Transport,2025-05-03,spending,HKD,MTR,MTR
250.9,Groceries,2025-05-04,spending,HKD,CitySuper,CitySuper
94.64,Subscriptions,2025-05-05,spending,HKD,Netflix subscription,Netflix
157.14,Subscriptions,2025-05-06,spending,HKD,ChatGPT Plus subscription,ChatGPT Plus
177.5,Transport,2025-05-06,spending,HKD,MTR,MTR
127.97,Transport,2025-05-06,spending,HKD,MTR,MTR
389.15,Dining,2025-05-07,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
75.55,Subscriptions,2025-05-07,spending,HKD,YouTube Premium subscription,YouTube Premium
73.2,Subscriptions,2025-05-08,spending,HKD,Disney+ subscription,Disney+
110.59,Transport,2025-05-08,spending,HKD,MTR,MTR
670.93,Other,2025-05-09,spending,HKD,HSBC Credit Card,HSBC Credit Card
154.34,Subscriptions,2025-05-09,spending,HKD,Perplexity Pro subscription,Perplexity Pro
135.25,Transport,2025-05-09,spending,HKD,MTR,MTR
638.57,Other,2025-05-10,spending,HKD,Octopus Reload,Octopus Reload
621.71,Shopping,2025-05-10,spending,HKD,HKTVmall,HKTVmall
39.27,Subscriptions,2025-05-10,spending,HKD,HBO GO subscription,HBO GO
167.47,Transport,2025-05-10,spending,HKD,MTR,MTR
461.9,Dining,2025-05-11,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
690.95,Other,2025-05-11,spending,HKD,HSBC Credit Card,HSBC Credit Card
55.17,Subscriptions,2025-05-11,spending,HKD,Calm subscription,Calm
49.26,Subscriptions,2025-05-12,spending,HKD,Viu subscription,Viu
281.79,Dining,2025-05-13,spending,HKD,Dinner - Foodpanda,Foodpanda
601.97,Shopping,2025-05-13,spending,HKD,Lane Crawford,Lane Crawford
497.13,Other,2025-05-14,spending,HKD,Octopus Reload,Octopus Reload
610.13,Shopping,2025-05-14,spending,HKD,HKTVmall,HKTVmall
77.41,Subscriptions,2025-05-14,spending,HKD,Notion subscription,Notion
170.63,Transport,2025-05-14,spending,HKD,Uber,Uber
67.64,Subscriptions,2025-05-15,spending,HKD,Apple TV+ subscription,Apple TV+
371.62,Groceries,2025-05-16,spending,HKD,ParknShop,ParknShop
55.62,Subscriptions,2025-05-16,spending,HKD,Duolingo Plus subscription,Duolingo Plus
138.17,Transport,2025-05-16,spending,HKD,MTR,MTR
449.67,Groceries,2025-05-17,spending,HKD,ParknShop,ParknShop
497.06,Shopping,2025-05-17,spending,HKD,HKTVmall,HKTVmall
239.62,Subscriptions,2025-05-17,spending,HKD,Midjourney subscription,Midjourney
490.0,Dining,2025-05-18,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
78.06,Subscriptions,2025-05-18,spending,HKD,Dropbox subscription,Dropbox
500.92,Dining,2025-05-20,spending,HKD,Dinner - Deliveroo,Deliveroo
806.69,Shopping,2025-05-20,spending,HKD,Uniqlo,Uniqlo
58.67,Subscriptions,2025-05-20,spending,HKD,Apple Music subscription,Apple Music
133.48,Transport,2025-05-20,spending,HKD,Uber,Uber
362.54,Dining,2025-05-22,spending,HKD,Dinner - Deliveroo,Deliveroo
306.94,Dining,2025-05-22,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
78.05,Subscriptions,2025-05-22,spending,HKD,iCloud 2TB subscription,iCloud 2TB
159.53,Transport,2025-05-23,spending,HKD,Uber,Uber
503.51,Groceries,2025-05-24,spending,HKD,ParknShop,ParknShop
147.94,Transport,2025-05-24,spending,HKD,Uber,Uber
435.58,Dining,2025-05-25,spending,HKD,Dinner - Deliveroo,Deliveroo
27.84,Subscriptions,2025-05-25,spending,HKD,1Password subscription,1Password
109.42,Transport,2025-05-25,spending,HKD,MTR,MTR
124.04,Transport,2025-05-26,spending,HKD,Uber,Uber
270.63,Groceries,2025-05-27,spending,HKD,ParknShop,ParknShop
476.92,Groceries,2025-05-27,spending,HKD,Wellcome,Wellcome
443.36,Dining,2025-05-29,spending,HKD,Dinner - Deliveroo,Deliveroo
466.78,Dining,2025-05-29,spending,HKD,Dinner - Foodpanda,Foodpanda
662.44,Shopping,2025-05-29,spending,HKD,HKTVmall,HKTVmall
170.25,Transport,2025-05-29,spending,HKD,Uber,Uber
158.58,Transport,2025-05-30,spending,HKD,MTR,MTR
424.37,Groceries,2025-05-31,spending,HKD,ParknShop,ParknShop
144.04,Transport,2025-05-31,spending,HKD,MTR,MTR
160.35,Transport,2025-05-31,spending,HKD,Uber,Uber
292.75,Groceries,2025-06-01,spending,HKD,ParknShop,ParknShop
11000.0,Rent,2025-06-01,spending,HKD,Monthly rent,Landlord
45000.0,Salary,2025-06-01,income,HKD,Monthly salary,TechCorp HK
684.93,Subscriptions,2025-06-01,spending,HKD,24 Hour Fitness subscription,24 Hour Fitness
178.52,Subscriptions,2025-06-01,spending,HKD,Adobe CC subscription,Adobe CC
364.37,Groceries,2025-06-03,spending,HKD,Wellcome,Wellcome
57.99,Subscriptions,2025-06-03,spending,HKD,Spotify subscription,Spotify
190.92,Transport,2025-06-03,spending,HKD,Uber,Uber
427.75,Groceries,2025-06-05,spending,HKD,CitySuper,CitySuper
395.6,Groceries,2025-06-05,spending,HKD,ParknShop,ParknShop
94.76,Subscriptions,2025-06-05,spending,HKD,Netflix subscription,Netflix
195.67,Transport,2025-06-05,spending,HKD,MTR,MTR
460.37,Dining,2025-06-06,spending,HKD,Dinner - Foodpanda,Foodpanda
659.52,Other,2025-06-06,spending,HKD,7-Eleven,7-Eleven
152.7,Subscriptions,2025-06-06,spending,HKD,ChatGPT Plus subscription,ChatGPT Plus
508.37,Dining,2025-06-07,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
78.4,Subscriptions,2025-06-07,spending,HKD,YouTube Premium subscription,YouTube Premium
578.21,Dining,2025-06-08,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
72.82,Subscriptions,2025-06-08,spending,HKD,Disney+ subscription,Disney+
399.18,Dining,2025-06-09,spending,HKD,Dinner - Deliveroo,Deliveroo
275.01,Groceries,2025-06-09,spending,HKD,ParknShop,ParknShop
156.04,Subscriptions,2025-06-09,spending,HKD,Perplexity Pro subscription,Perplexity Pro
39.03,Subscriptions,2025-06-10,spending,HKD,HBO GO subscription,HBO GO
118.48,Transport,2025-06-10,spending,HKD,Uber,Uber
259.84,Groceries,2025-06-11,spending,HKD,ParknShop,ParknShop
856.13,Other,2025-06-11,spending,HKD,Octopus Reload,Octopus Reload
55.05,Subscriptions,2025-06-11,spending,HKD,Calm subscription,Calm
652.58,Other,2025-06-12,spending,HKD,HSBC Credit Card,HSBC Credit Card
47.93,Subscriptions,2025-06-12,spending,HKD,Viu subscription,Viu
138.97,Transport,2025-06-12,spending,HKD,MTR,MTR
516.18,Other,2025-06-13,spending,HKD,Octopus Reload,Octopus Reload
78.14,Subscriptions,2025-06-14,spending,HKD,Notion subscription,Notion
126.38,Transport,2025-06-14,spending,HKD,Uber,Uber
448.38,Groceries,2025-06-15,spending,HKD,CitySuper,CitySuper
67.95,Subscriptions,2025-06-15,spending,HKD,Apple TV+ subscription,Apple TV+
54.24,Subscriptions,2025-06-16,spending,HKD,Duolingo Plus subscription,Duolingo Plus
166.28,Transport,2025-06-16,spending,HKD,MTR,MTR
116.46,Transport,2025-06-16,spending,HKD,Uber,Uber
362.66,Dining,2025-06-17,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
499.33,Shopping,2025-06-17,spending,HKD,Apple Store,Apple Store
241.1,Subscriptions,2025-06-17,spending,HKD,Midjourney subscription,Midjourney
214.12,Transport,2025-06-17,spending,HKD,Uber,Uber
592.4,Dining,2025-06-18,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
78.56,Subscriptions,2025-06-18,spending,HKD,Dropbox subscription,Dropbox
115.56,Transport,2025-06-18,spending,HKD,MTR,MTR
108.99,Transport,2025-06-18,spending,HKD,Uber,Uber
128.11,Transport,2025-06-18,spending,HKD,Uber,Uber
406.13,Dining,2025-06-19,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
515.59,Other,2025-06-19,spending,HKD,7-Eleven,7-Eleven
549.26,Shopping,2025-06-19,spending,HKD,Lane Crawford,Lane Crawford
624.12,Shopping,2025-06-19,spending,HKD,Lane Crawford,Lane Crawford
315.36,Dining,2025-06-20,spending,HKD,Dinner - Deliveroo,Deliveroo
58.39,Subscriptions,2025-06-20,spending,HKD,Apple Music subscription,Apple Music
193.3,Transport,2025-06-20,spending,HKD,Uber,Uber
299.5,Groceries,2025-06-22,spending,HKD,Wellcome,Wellcome
77.11,Subscriptions,2025-06-22,spending,HKD,iCloud 2TB subscription,iCloud 2TB
165.53,Transport,2025-06-22,spending,HKD,MTR,MTR
170.14,Transport,2025-06-24,spending,HKD,MTR,MTR
28.16,Subscriptions,2025-06-25,spending,HKD,1Password subscription,1Password
186.27,Transport,2025-06-25,spending,HKD,Uber,Uber
334.84,Dining,2025-06-27,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
476.32,Shopping,2025-06-27,spending,HKD,Uniqlo,Uniqlo
164.84,Transport,2025-06-27,spending,HKD,MTR,MTR
436.81,Groceries,2025-06-28,spending,HKD,CitySuper,CitySuper
820.38,Shopping,2025-06-28,spending,HKD,Apple Store,Apple Store
485.99,Dining,2025-06-29,spending,HKD,Dinner - Deliveroo,Deliveroo
830.6,Shopping,2025-06-29,spending,HKD,HKTVmall,HKTVmall
356.49,Dining,2025-06-30,spending,HKD,Dinner - Deliveroo,Deliveroo
11000.0,Rent,2025-07-01,spending,HKD,Monthly rent,Landlord
45000.0,Salary,2025-07-01,income,HKD,Monthly salary,TechCorp HK
677.92,Subscriptions,2025-07-01,spending,HKD,24 Hour Fitness subscription,24 Hour Fitness
178.25,Subscriptions,2025-07-01,spending,HKD,Adobe CC subscription,Adobe CC
85.78,Transport,2025-07-01,spending,HKD,Uber,Uber
146.87,Transport,2025-07-01,spending,HKD,Uber,Uber
246.99,Other,2025-07-03,spending,HKD,Octopus Reload,Octopus Reload
59.16,Subscriptions,2025-07-03,spending,HKD,Spotify subscription,Spotify
82.82,Transport,2025-07-03,spending,HKD,MTR,MTR
91.96,Subscriptions,2025-07-05,spending,HKD,Netflix subscription,Netflix
401.65,Dining,2025-07-06,spending,HKD,Dinner - Deliveroo,Deliveroo
328.54,Dining,2025-07-06,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
154.6,Subscriptions,2025-07-06,spending,HKD,ChatGPT Plus subscription,ChatGPT Plus
120.56,Transport,2025-07-06,spending,HKD,MTR,MTR
299.55,Other,2025-07-07,spending,HKD,7-Eleven,7-Eleven
78.27,Subscriptions,2025-07-07,spending,HKD,YouTube Premium subscription,YouTube Premium
82.25,Transport,2025-07-07,spending,HKD,Uber,Uber
72.53,Subscriptions,2025-07-08,spending,HKD,Disney+ subscription,Disney+
470.57,Dining,2025-07-09,spending,HKD,Dinner - Foodpanda,Foodpanda
157.27,Subscriptions,2025-07-09,spending,HKD,Perplexity Pro subscription,Perplexity Pro
115.04,Transport,2025-07-09,spending,HKD,Uber,Uber
349.9,Dining,2025-07-10,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
465.31,Dining,2025-07-10,spending,HKD,Dinner - Foodpanda,Foodpanda
38.74,Subscriptions,2025-07-10,spending,HKD,HBO GO subscription,HBO GO
54.69,Subscriptions,2025-07-11,spending,HKD,Calm subscription,Calm
133.5,Transport,2025-07-11,spending,HKD,MTR,MTR
152.09,Transport,2025-07-11,spending,HKD,Uber,Uber
424.35,Dining,2025-07-12,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
47.89,Subscriptions,2025-07-12,spending,HKD,Viu subscription,Viu
416.35,Dining,2025-07-13,spending,HKD,Dinner - Foodpanda,Foodpanda
314.06,Dining,2025-07-13,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
402.17,Groceries,2025-07-13,spending,HKD,ParknShop,ParknShop
263.8,Groceries,2025-07-13,spending,HKD,ParknShop,ParknShop
730.5,Shopping,2025-07-13,spending,HKD,Lane Crawford,Lane Crawford
78.84,Subscriptions,2025-07-14,spending,HKD,Notion subscription,Notion
430.23,Groceries,2025-07-15,spending,HKD,CitySuper,CitySuper
275.65,Groceries,2025-07-15,spending,HKD,ParknShop,ParknShop
245.14,Groceries,2025-07-15,spending,HKD,Wellcome,Wellcome
296.63,Other,2025-07-15,spending,HKD,7-Eleven,7-Eleven
901.45,Shopping,2025-07-15,spending,HKD,HKTVmall,HKTVmall
67.23,Subscriptions,2025-07-15,spending,HKD,Apple TV+ subscription,Apple TV+
92.9,Transport,2025-07-15,spending,HKD,Uber,Uber
55.46,Subscriptions,2025-07-16,spending,HKD,Duolingo Plus subscription,Duolingo Plus
146.19,Transport,2025-07-16,spending,HKD,MTR,MTR
242.14,Subscriptions,2025-07-17,spending,HKD,Midjourney subscription,Midjourney
103.63,Transport,2025-07-17,spending,HKD,MTR,MTR
410.03,Dining,2025-07-18,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
77.18,Subscriptions,2025-07-18,spending,HKD,Dropbox subscription,Dropbox
123.64,Transport,2025-07-19,spending,HKD,MTR,MTR
112.77,Transport,2025-07-19,spending,HKD,Uber,Uber
132.19,Transport,2025-07-19,spending,HKD,Uber,Uber
479.19,Dining,2025-07-20,spending,HKD,Dinner - Foodpanda,Foodpanda
244.46,Other,2025-07-20,spending,HKD,Octopus Reload,Octopus Reload
1077.82,Shopping,2025-07-20,spending,HKD,Apple Store,Apple Store
1090.23,Shopping,2025-07-20,spending,HKD,Uniqlo,Uniqlo
57.35,Subscriptions,2025-07-20,spending,HKD,Apple Music subscription,Apple Music
151.94,Transport,2025-07-20,spending,HKD,Uber,Uber
147.55,Transport,2025-07-20,spending,HKD,Uber,Uber
90.06,Transport,2025-07-20,spending,HKD,Uber,Uber
461.92,Groceries,2025-07-21,spending,HKD,Wellcome,Wellcome
78.66,Subscriptions,2025-07-22,spending,HKD,iCloud 2TB subscription,iCloud 2TB
469.98,Dining,2025-07-23,spending,HKD,Dinner - Deliveroo,Deliveroo
365.34,Other,2025-07-23,spending,HKD,7-Eleven,7-Eleven
388.63,Other,2025-07-23,spending,HKD,Octopus Reload,Octopus Reload
127.98,Transport,2025-07-24,spending,HKD,MTR,MTR
147.9,Transport,2025-07-24,spending,HKD,Uber,Uber
28.12,Subscriptions,2025-07-25,spending,HKD,1Password subscription,1Password
270.08,Dining,2025-07-26,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
418.83,Groceries,2025-07-26,spending,HKD,Wellcome,Wellcome
461.52,Other,2025-07-27,spending,HKD,Octopus Reload,Octopus Reload
101.71,Transport,2025-07-27,spending,HKD,MTR,MTR
307.05,Groceries,2025-07-28,spending,HKD,CitySuper,CitySuper
414.49,Other,2025-07-28,spending,HKD,HSBC Credit Card,HSBC Credit Card
102.64,Transport,2025-07-28,spending,HKD,Uber,Uber
395.21,Groceries,2025-07-30,spending,HKD,CitySuper,CitySuper
482.38,Other,2025-07-30,spending,HKD,Octopus Reload,Octopus Reload
596.4,Dining,2025-08-01,spending,HKD,Dinner - Deliveroo,Deliveroo
11000.0,Rent,2025-08-01,spending,HKD,Monthly rent,Landlord
45000.0,Salary,2025-08-01,income,HKD,Monthly salary,TechCorp HK
674.44,Subscriptions,2025-08-01,spending,HKD,24 Hour Fitness subscription,24 Hour Fitness
178.26,Subscriptions,2025-08-01,spending,HKD,Adobe CC subscription,Adobe CC
59.13,Subscriptions,2025-08-03,spending,HKD,Spotify subscription,Spotify
339.98,Dining,2025-08-04,spending,HKD,Dinner - Foodpanda,Foodpanda
524.68,Groceries,2025-08-04,spending,HKD,CitySuper,CitySuper
148.74,Transport,2025-08-04,spending,HKD,MTR,MTR
425.9,Dining,2025-08-05,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
1581.6,Shopping,2025-08-05,spending,HKD,Lane Crawford,Lane Crawford
94.41,Subscriptions,2025-08-05,spending,HKD,Netflix subscription,Netflix
96.77,Transport,2025-08-05,spending,HKD,Uber,Uber
441.19,Dining,2025-08-06,spending,HKD,Dinner - Deliveroo,Deliveroo
156.57,Subscriptions,2025-08-06,spending,HKD,ChatGPT Plus subscription,ChatGPT Plus
173.84,Transport,2025-08-06,spending,HKD,Uber,Uber
526.74,Groceries,2025-08-07,spending,HKD,Wellcome,Wellcome
77.83,Subscriptions,2025-08-07,spending,HKD,YouTube Premium subscription,YouTube Premium
72.76,Subscriptions,2025-08-08,spending,HKD,Disney+ subscription,Disney+
156.72,Subscriptions,2025-08-09,spending,HKD,Perplexity Pro subscription,Perplexity Pro
126.05,Transport,2025-08-09,spending,HKD,Uber,Uber
510.5,Dining,2025-08-10,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
38.92,Subscriptions,2025-08-10,spending,HKD,HBO GO subscription,HBO GO
170.2,Transport,2025-08-10,spending,HKD,MTR,MTR
162.13,Transport,2025-08-10,spending,HKD,Uber,Uber
55.15,Subscriptions,2025-08-11,spending,HKD,Calm subscription,Calm
295.77,Groceries,2025-08-12,spending,HKD,Wellcome,Wellcome
47.62,Subscriptions,2025-08-12,spending,HKD,Viu subscription,Viu
171.87,Transport,2025-08-12,spending,HKD,MTR,MTR
102.04,Transport,2025-08-13,spending,HKD,MTR,MTR
85.53,Transport,2025-08-13,spending,HKD,Uber,Uber
363.89,Other,2025-08-14,spending,HKD,7-Eleven,7-Eleven
77.63,Subscriptions,2025-08-14,spending,HKD,Notion subscription,Notion
476.92,Groceries,2025-08-15,spending,HKD,CitySuper,CitySuper
501.37,Groceries,2025-08-15,spending,HKD,CitySuper,CitySuper
544.76,Other,2025-08-15,spending,HKD,7-Eleven,7-Eleven
669.72,Other,2025-08-15,spending,HKD,HSBC Credit Card,HSBC Credit Card
68.28,Subscriptions,2025-08-15,spending,HKD,Apple TV+ subscription,Apple TV+
90.9,Transport,2025-08-15,spending,HKD,MTR,MTR
157.0,Transport,2025-08-15,spending,HKD,MTR,MTR
416.12,Dining,2025-08-16,spending,HKD,Dinner - Cafe de Coral,Cafe de Coral
54.81,Subscriptions,2025-08-16,spending,HKD,Duolingo Plus subscription,Duolingo Plus
683.62,Other,2025-08-17,spending,HKD,7-Eleven,7-Eleven
240.93,Subscriptions,2025-08-17,spending,HKD,Midjourney subscription,Midjourney
148.46,Transport,2025-08-17,spending,HKD,Uber,Uber
77.64,Subscriptions,2025-08-18,spending,HKD,Dropbox subscription,Dropbox
489.83,Dining,2025-08-19,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
1429.75,Shopping,2025-08-19,spending,HKD,Apple Store,Apple Store
87.05,Transport,2025-08-19,spending,HKD,MTR,MTR
292.94,Groceries,2025-08-20,spending,HKD,Wellcome,Wellcome
58.66,Subscriptions,2025-08-20,spending,HKD,Apple Music subscription,Apple Music
620.05,Dining,2025-08-21,spending,HKD,Dinner - Foodpanda,Foodpanda
168.41,Transport,2025-08-21,spending,HKD,MTR,MTR
290.9,Groceries,2025-08-22,spending,HKD,ParknShop,ParknShop
551.72,Other,2025-08-22,spending,HKD,Octopus Reload,Octopus Reload
79.22,Subscriptions,2025-08-22,spending,HKD,iCloud 2TB subscription,iCloud 2TB
104.87,Transport,2025-08-22,spending,HKD,MTR,MTR
136.11,Transport,2025-08-23,spending,HKD,MTR,MTR
386.28,Other,2025-08-24,spending,HKD,Octopus Reload,Octopus Reload
788.65,Shopping,2025-08-24,spending,HKD,Apple Store,Apple Store
28.16,Subscriptions,2025-08-25,spending,HKD,1Password subscription,1Password
290.67,Groceries,2025-08-27,spending,HKD,Wellcome,Wellcome
367.32,Dining,2025-08-28,spending,HKD,Dinner - Tim Ho Wan,Tim Ho Wan
123.67,Transport,2025-08-28,spending,HKD,Uber,Uber
592.71,Dining,2025-08-30,spending,HKD,Dinner - Deliveroo,Deliveroo
109.59,Transport,2025-08-30,spending,HKD,Uber,Uber
136.78,Transport,2025-08-31,spending,HKD,Uber,Uber
11000.0,Rent,2025-09-01,spending,HKD,Monthly rent,Landlord
45000.0,Salary,2025-09-01,income,HKD,Monthly salary,TechCorp HK
