AMOUNT,CNAME,DATE,TYPE,CURRENCY,DESCRIPTION,RNAME
158.04,Transport,2025-07-22,spending,HKD,Citybus,Citybus
100.23,Transport,2025-07-22,spending,HKD,MTR,MTR
482.79,Dining,2025-07-24,spending,HKD,Meal - Maxim's,Maxim's
573.52,Groceries,2025-07-24,spending,HKD,Wellcome,Wellcome
328.56,Entertainment,2025-07-26,spending,HKD,Netflix,Netflix
546.47,Groceries,2025-07-26,spending,HKD,Wellcome,Wellcome
169.63,Transport,2025-07-26,spending,HKD,Citybus,Citybus
2000.0,Investment,2025-07-28,spending,HKD,Monthly DCA,IBKR
40000.0,Salary,2025-07-28,income,HKD,Monthly salary,Pacific Asset Management
4500.0,Savings,2025-07-28,spending,HKD,Auto-transfer to savings,Mox Bank
200.62,Transport,2025-07-28,spending,HKD,Citybus,Citybus
564.4,Other,2025-07-30,spending,HKD,7-Eleven,7-Eleven
104.5,Transport,2025-07-30,spending,HKD,Citybus,Citybus
672.05,Dining,2025-07-31,spending,HKD,Meal - Maxim's,Maxim's
10000.0,Rent,2025-08-01,spending,HKD,Monthly rent,Landlord
183.98,Transport,2025-08-01,spending,HKD,MTR,MTR
178.08,Transport,2025-08-02,spending,HKD,MTR,MTR
177.44,Transport,2025-08-05,spending,HKD,MTR,MTR
139.79,Transport,2025-08-05,spending,HKD,MTR,MTR
806.26,Dining,2025-08-07,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
105.77,Transport,2025-08-07,spending,HKD,MTR,MTR
161.63,Transport,2025-08-08,spending,HKD,MTR,MTR
96.48,Transport,2025-08-08,spending,HKD,MTR,MTR
729.99,Utilities,2025-08-08,spending,HKD,Electricity bill,CLP Power
742.09,Dining,2025-08-09,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
513.52,Groceries,2025-08-09,spending,HKD,Wellcome,Wellcome
174.79,Utilities,2025-08-10,spending,HKD,Gas bill,Towngas
108.71,Transport,2025-08-11,spending,HKD,MTR,MTR
725.79,Dining,2025-08-13,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
486.36,Groceries,2025-08-13,spending,HKD,Wellcome,Wellcome
160.86,Transport,2025-08-13,spending,HKD,MTR,MTR
475.8,Dining,2025-08-17,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
572.74,Groceries,2025-08-17,spending,HKD,Wellcome,Wellcome
123.28,Transport,2025-08-18,spending,HKD,Citybus,Citybus
94.39,Transport,2025-08-18,spending,HKD,Citybus,Citybus
473.11,Other,2025-08-20,spending,HKD,Lane Crawford,Lane Crawford
750.05,Dining,2025-08-21,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
291.19,Other,2025-08-23,spending,HKD,Lane Crawford,Lane Crawford
458.94,Groceries,2025-08-26,spending,HKD,ParknShop,ParknShop
435.7,Other,2025-08-27,spending,HKD,Lane Crawford,Lane Crawford
96.05,Transport,2025-08-27,spending,HKD,Citybus,Citybus
800.0,Entertainment,2025-08-28,spending,HKD,Netflix,Netflix
2000.0,Investment,2025-08-28,spending,HKD,Monthly DCA,IBKR
40000.0,Salary,2025-08-28,income,HKD,Monthly salary,Pacific Asset Management
4500.0,Savings,2025-08-28,spending,HKD,Auto-transfer to savings,Mox Bank
110.5,Transport,2025-08-28,spending,HKD,MTR,MTR
561.68,Groceries,2025-08-29,spending,HKD,Wellcome,Wellcome
118.4,Transport,2025-08-29,spending,HKD,Citybus,Citybus
388.26,Groceries,2025-08-30,spending,HKD,ParknShop,ParknShop
515.36,Groceries,2025-08-30,spending,HKD,Wellcome,Wellcome
413.89,Groceries,2025-08-31,spending,HKD,ParknShop,ParknShop
589.26,Groceries,2025-08-31,spending,HKD,ParknShop,ParknShop
144.65,Transport,2025-08-31,spending,HKD,MTR,MTR
464.68,Dining,2025-09-01,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
10000.0,Rent,2025-09-01,spending,HKD,Monthly rent,Landlord
358.46,Other,2025-09-02,spending,HKD,7-Eleven,7-Eleven
522.0,Other,2025-09-03,spending,HKD,Lane Crawford,Lane Crawford
133.17,Transport,2025-09-03,spending,HKD,Citybus,Citybus
490.74,Groceries,2025-09-04,spending,HKD,Wellcome,Wellcome
157.31,Transport,2025-09-04,spending,HKD,MTR,MTR
800.0,Entertainment,2025-09-05,spending,HKD,Broadway Cinema,Broadway Cinema
85.82,Transport,2025-09-05,spending,HKD,MTR,MTR
128.66,Transport,2025-09-05,spending,HKD,MTR,MTR
534.4,Dining,2025-09-06,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
154.82,Transport,2025-09-06,spending,HKD,MTR,MTR
301.83,Dining,2025-09-07,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
301.11,Dining,2025-09-08,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
620.01,Utilities,2025-09-08,spending,HKD,Electricity bill,CLP Power
179.13,Utilities,2025-09-10,spending,HKD,Gas bill,Towngas
371.01,Groceries,2025-09-11,spending,HKD,Wellcome,Wellcome
396.03,Groceries,2025-09-13,spending,HKD,ParknShop,ParknShop
299.07,Groceries,2025-09-13,spending,HKD,ParknShop,ParknShop
157.45,Transport,2025-09-13,spending,HKD,Citybus,Citybus
128.44,Transport,2025-09-13,spending,HKD,MTR,MTR
88.64,Transport,2025-09-15,spending,HKD,MTR,MTR
324.74,Groceries,2025-09-16,spending,HKD,ParknShop,ParknShop
100.65,Transport,2025-09-16,spending,HKD,Citybus,Citybus
325.86,Dining,2025-09-17,spending,HKD,Meal - Maxim's,Maxim's
155.3,Transport,2025-09-17,spending,HKD,Citybus,Citybus
370.23,Dining,2025-09-18,spending,HKD,Meal - Maxim's,Maxim's
112.58,Transport,2025-09-19,spending,HKD,Citybus,Citybus
436.39,Dining,2025-09-21,spending,HKD,Meal - Maxim's,Maxim's
425.34,Groceries,2025-09-21,spending,HKD,Wellcome,Wellcome
457.4,Dining,2025-09-22,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
145.72,Transport,2025-09-22,spending,HKD,Citybus,Citybus
77.73,Transport,2025-09-22,spending,HKD,MTR,MTR
455.88,Groceries,2025-09-23,spending,HKD,Wellcome,Wellcome
140.77,Transport,2025-09-23,spending,HKD,MTR,MTR
88.32,Transport,2025-09-24,spending,HKD,Citybus,Citybus
577.53,Groceries,2025-09-25,spending,HKD,Wellcome,Wellcome
602.45,Groceries,2025-09-26,spending,HKD,ParknShop,ParknShop
557.21,Groceries,2025-09-26,spending,HKD,ParknShop,ParknShop
144.6,Transport,2025-09-26,spending,HKD,Citybus,Citybus
319.54,Other,2025-09-27,spending,HKD,Lane Crawford,Lane Crawford
2000.0,Investment,2025-09-28,spending,HKD,Monthly DCA,IBKR
40000.0,Salary,2025-09-28,income,HKD,Monthly salary,Pacific Asset Management
4500.0,Savings,2025-09-28,spending,HKD,Auto-transfer to savings,Mox Bank
308.11,Dining,2025-09-29,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
10000.0,Rent,2025-10-01,spending,HKD,Monthly rent,Landlord
134.48,Transport,2025-10-01,spending,HKD,Citybus,Citybus
781.26,Groceries,2025-10-02,spending,HKD,Wellcome,Wellcome
113.13,Transport,2025-10-02,spending,HKD,Citybus,Citybus
91.69,Transport,2025-10-02,spending,HKD,Citybus,Citybus
743.55,Dining,2025-10-03,spending,HKD,Meal - Maxim's,Maxim's
540.61,Other,2025-10-05,spending,HKD,7-Eleven,7-Eleven
86.88,Transport,2025-10-05,spending,HKD,MTR,MTR
127.34,Transport,2025-10-06,spending,HKD,MTR,MTR
475.72,Groceries,2025-10-07,spending,HKD,Wellcome,Wellcome
140.45,Transport,2025-10-07,spending,HKD,Citybus,Citybus
678.71,Utilities,2025-10-08,spending,HKD,Electricity bill,CLP Power
516.49,Groceries,2025-10-09,spending,HKD,ParknShop,ParknShop
468.9,Groceries,2025-10-10,spending,HKD,Wellcome,Wellcome
194.49,Utilities,2025-10-10,spending,HKD,Gas bill,Towngas
415.48,Groceries,2025-10-11,spending,HKD,Wellcome,Wellcome
142.67,Transport,2025-10-12,spending,HKD,MTR,MTR
628.14,Dining,2025-10-13,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
806.94,Dining,2025-10-14,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
125.12,Transport,2025-10-14,spending,HKD,Citybus,Citybus
148.23,Transport,2025-10-14,spending,HKD,MTR,MTR
133.85,Transport,2025-10-15,spending,HKD,MTR,MTR
491.62,Groceries,2025-10-16,spending,HKD,ParknShop,ParknShop
397.48,Entertainment,2025-10-17,spending,HKD,Broadway Cinema,Broadway Cinema
282.29,Other,2025-10-19,spending,HKD,7-Eleven,7-Eleven
814.82,Dining,2025-10-20,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
584.75,Groceries,2025-10-20,spending,HKD,Wellcome,Wellcome
94.13,Transport,2025-10-20,spending,HKD,Citybus,Citybus
140.47,Transport,2025-10-21,spending,HKD,MTR,MTR
100.74,Transport,2025-10-22,spending,HKD,Citybus,Citybus
121.56,Transport,2025-10-24,spending,HKD,MTR,MTR
506.56,Dining,2025-10-25,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
765.79,Groceries,2025-10-26,spending,HKD,Wellcome,Wellcome
154.82,Transport,2025-10-26,spending,HKD,MTR,MTR
2000.0,Investment,2025-10-28,spending,HKD,Monthly DCA,IBKR
40000.0,Salary,2025-10-28,income,HKD,Monthly salary,Pacific Asset Management
4500.0,Savings,2025-10-28,spending,HKD,Auto-transfer to savings,Mox Bank
377.1,Other,2025-10-30,spending,HKD,Lane Crawford,Lane Crawford
402.52,Entertainment,2025-10-31,spending,HKD,Broadway Cinema,Broadway Cinema
144.43,Transport,2025-10-31,spending,HKD,MTR,MTR
800.0,Entertainment,2025-11-01,spending,HKD,Netflix,Netflix
621.27,Groceries,2025-11-01,spending,HKD,Wellcome,Wellcome
10000.0,Rent,2025-11-01,spending,HKD,Monthly rent,Landlord
144.24,Transport,2025-11-02,spending,HKD,MTR,MTR
850.5,Groceries,2025-11-03,spending,HKD,Wellcome,Wellcome
175.72,Transport,2025-11-03,spending,HKD,MTR,MTR
544.81,Dining,2025-11-05,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
680.78,Groceries,2025-11-06,spending,HKD,ParknShop,ParknShop
130.58,Transport,2025-11-06,spending,HKD,Citybus,Citybus
143.16,Transport,2025-11-06,spending,HKD,Citybus,Citybus
230.47,Other,2025-11-07,spending,HKD,Lane Crawford,Lane Crawford
111.87,Transport,2025-11-08,spending,HKD,Citybus,Citybus
709.29,Utilities,2025-11-08,spending,HKD,Electricity bill,CLP Power
677.97,Dining,2025-11-10,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
607.51,Groceries,2025-11-10,spending,HKD,ParknShop,ParknShop
177.89,Utilities,2025-11-10,spending,HKD,Gas bill,Towngas
626.13,Dining,2025-11-11,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
407.75,Other,2025-11-11,spending,HKD,Lane Crawford,Lane Crawford
500.57,Dining,2025-11-13,spending,HKD,Meal - Maxim's,Maxim's
345.79,Other,2025-11-13,spending,HKD,7-Eleven,7-Eleven
175.9,Transport,2025-11-14,spending,HKD,Citybus,Citybus
146.97,Transport,2025-11-15,spending,HKD,Citybus,Citybus
106.97,Transport,2025-11-16,spending,HKD,Citybus,Citybus
626.32,Groceries,2025-11-19,spending,HKD,Wellcome,Wellcome
215.98,Other,2025-11-19,spending,HKD,Lane Crawford,Lane Crawford
173.17,Transport,2025-11-20,spending,HKD,MTR,MTR
525.72,Groceries,2025-11-22,spending,HKD,Wellcome,Wellcome
185.39,Transport,2025-11-22,spending,HKD,Citybus,Citybus
120.54,Transport,2025-11-22,spending,HKD,MTR,MTR
587.9,Groceries,2025-11-24,spending,HKD,Wellcome,Wellcome
506.7,Dining,2025-11-26,spending,HKD,Meal - Maxim's,Maxim's
134.57,Transport,2025-11-26,spending,HKD,Citybus,Citybus
119.53,Transport,2025-11-27,spending,HKD,Citybus,Citybus
2000.0,Investment,2025-11-28,spending,HKD,Monthly DCA,IBKR
40000.0,Salary,2025-11-28,income,HKD,Monthly salary,Pacific Asset Management
4500.0,Savings,2025-11-28,spending,HKD,Auto-transfer to savings,Mox Bank
131.38,Transport,2025-11-28,spending,HKD,MTR,MTR
643.83,Dining,2025-11-30,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
10000.0,Rent,2025-12-01,spending,HKD,Monthly rent,Landlord
168.48,Transport,2025-12-01,spending,HKD,MTR,MTR
94.9,Transport,2025-12-01,spending,HKD,MTR,MTR
115.31,Transport,2025-12-03,spending,HKD,Citybus,Citybus
625.56,Dining,2025-12-04,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
142.66,Transport,2025-12-05,spending,HKD,MTR,MTR
625.41,Utilities,2025-12-08,spending,HKD,Electricity bill,CLP Power
327.17,Groceries,2025-12-09,spending,HKD,ParknShop,ParknShop
578.53,Groceries,2025-12-09,spending,HKD,Wellcome,Wellcome
544.27,Groceries,2025-12-10,spending,HKD,Wellcome,Wellcome
176.45,Utilities,2025-12-10,spending,HKD,Gas bill,Towngas
307.51,Groceries,2025-12-11,spending,HKD,ParknShop,ParknShop
120.72,Transport,2025-12-11,spending,HKD,Citybus,Citybus
562.99,Dining,2025-12-14,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
143.09,Transport,2025-12-14,spending,HKD,Citybus,Citybus
498.94,Dining,2025-12-15,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
800.0,Entertainment,2025-12-15,spending,HKD,Netflix,Netflix
316.18,Groceries,2025-12-15,spending,HKD,ParknShop,ParknShop
97.78,Transport,2025-12-15,spending,HKD,Citybus,Citybus
151.97,Transport,2025-12-16,spending,HKD,Citybus,Citybus
556.56,Dining,2025-12-17,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
176.53,Transport,2025-12-17,spending,HKD,MTR,MTR
309.03,Other,2025-12-18,spending,HKD,7-Eleven,7-Eleven
542.46,Groceries,2025-12-19,spending,HKD,ParknShop,ParknShop
96.61,Transport,2025-12-19,spending,HKD,MTR,MTR
551.04,Dining,2025-12-20,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
122.67,Transport,2025-12-20,spending,HKD,Citybus,Citybus
101.01,Transport,2025-12-20,spending,HKD,MTR,MTR
704.91,Dining,2025-12-21,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
401.96,Groceries,2025-12-21,spending,HKD,Wellcome,Wellcome
147.18,Transport,2025-12-21,spending,HKD,MTR,MTR
607.63,Groceries,2025-12-22,spending,HKD,Wellcome,Wellcome
125.27,Transport,2025-12-22,spending,HKD,MTR,MTR
483.13,Groceries,2025-12-23,spending,HKD,ParknShop,ParknShop
391.16,Groceries,2025-12-24,spending,HKD,Wellcome,Wellcome
303.97,Other,2025-12-25,spending,HKD,7-Eleven,7-Eleven
93.64,Transport,2025-12-27,spending,HKD,MTR,MTR
2000.0,Investment,2025-12-28,spending,HKD,Monthly DCA,IBKR
40000.0,Salary,2025-12-28,income,HKD,Monthly salary,Pacific Asset Management
4500.0,Savings,2025-12-28,spending,HKD,Auto-transfer to savings,Mox Bank
102.19,Transport,2025-12-29,spending,HKD,Citybus,Citybus
587.0,Other,2025-12-30,spending,HKD,Lane Crawford,Lane Crawford
318.54,Other,2026-01-01,spending,HKD,Lane Crawford,Lane Crawford
10000.0,Rent,2026-01-01,spending,HKD,Monthly rent,Landlord
487.69,Dining,2026-01-02,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
556.03,Dining,2026-01-02,spending,HKD,Meal - Maxim's,Maxim's
574.57,Groceries,2026-01-02,spending,HKD,Wellcome,Wellcome
132.14,Transport,2026-01-02,spending,HKD,Citybus,Citybus
214.07,Other,2026-01-04,spending,HKD,Lane Crawford,Lane Crawford
106.49,Transport,2026-01-04,spending,HKD,MTR,MTR
94.5,Transport,2026-01-06,spending,HKD,MTR,MTR
120.34,Transport,2026-01-07,spending,HKD,Citybus,Citybus
111.56,Transport,2026-01-08,spending,HKD,Citybus,Citybus
665.59,Utilities,2026-01-08,spending,HKD,Electricity bill,CLP Power
137.09,Transport,2026-01-09,spending,HKD,Citybus,Citybus
175.01,Utilities,2026-01-10,spending,HKD,Gas bill,Towngas
323.18,Groceries,2026-01-11,spending,HKD,Wellcome,Wellcome
126.67,Transport,2026-01-12,spending,HKD,Citybus,Citybus
800.0,Entertainment,2026-01-13,spending,HKD,Netflix,Netflix
89.81,Transport,2026-01-13,spending,HKD,MTR,MTR
550.02,Groceries,2026-01-14,spending,HKD,ParknShop,ParknShop
333.64,Other,2026-01-14,spending,HKD,7-Eleven,7-Eleven
154.18,Transport,2026-01-14,spending,HKD,MTR,MTR
648.38,Groceries,2026-01-16,spending,HKD,ParknShop,ParknShop
139.69,Transport,2026-01-16,spending,HKD,Citybus,Citybus
450.43,Groceries,2026-01-17,spending,HKD,ParknShop,ParknShop
148.5,Transport,2026-01-17,spending,HKD,Citybus,Citybus
333.75,Other,2026-01-18,spending,HKD,Lane Crawford,Lane Crawford
533.35,Groceries,2026-01-19,spending,HKD,ParknShop,ParknShop
132.33,Transport,2026-01-19,spending,HKD,MTR,MTR
369.69,Dining,2026-01-20,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
99.51,Transport,2026-01-23,spending,HKD,Citybus,Citybus
156.2,Transport,2026-01-23,spending,HKD,Citybus,Citybus
493.02,Dining,2026-01-24,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
100.69,Transport,2026-01-26,spending,HKD,Citybus,Citybus
468.62,Groceries,2026-01-27,spending,HKD,ParknShop,ParknShop
537.11,Dining,2026-01-28,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
2000.0,Investment,2026-01-28,spending,HKD,Monthly DCA,IBKR
40000.0,Salary,2026-01-28,income,HKD,Monthly salary,Pacific Asset Management
4500.0,Savings,2026-01-28,spending,HKD,Auto-transfer to savings,Mox Bank
536.85,Dining,2026-01-29,spending,HKD,Meal - Maxim's,Maxim's
519.62,Dining,2026-01-30,spending,HKD,Meal - Maxim's,Maxim's
503.05,Groceries,2026-01-30,spending,HKD,ParknShop,ParknShop
448.39,Groceries,2026-01-31,spending,HKD,ParknShop,ParknShop
150.3,Transport,2026-01-31,spending,HKD,Citybus,Citybus
815.61,Groceries,2026-02-01,spending,HKD,Wellcome,Wellcome
10000.0,Rent,2026-02-01,spending,HKD,Monthly rent,Landlord
747.53,Dining,2026-02-03,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
493.27,Groceries,2026-02-04,spending,HKD,ParknShop,ParknShop
831.77,Groceries,2026-02-06,spending,HKD,ParknShop,ParknShop
146.41,Transport,2026-02-06,spending,HKD,MTR,MTR
91.66,Transport,2026-02-08,spending,HKD,MTR,MTR
138.43,Transport,2026-02-08,spending,HKD,MTR,MTR
643.08,Utilities,2026-02-08,spending,HKD,Electricity bill,CLP Power
381.72,Entertainment,2026-02-09,spending,HKD,Broadway Cinema,Broadway Cinema
116.75,Transport,2026-02-09,spending,HKD,MTR,MTR
183.37,Utilities,2026-02-10,spending,HKD,Gas bill,Towngas
128.74,Transport,2026-02-11,spending,HKD,MTR,MTR
418.28,Entertainment,2026-02-12,spending,HKD,Netflix,Netflix
139.55,Transport,2026-02-13,spending,HKD,Citybus,Citybus
135.74,Transport,2026-02-13,spending,HKD,MTR,MTR
110.41,Transport,2026-02-14,spending,HKD,Citybus,Citybus
727.4,Other,2026-02-15,spending,HKD,7-Eleven,7-Eleven
425.19,Groceries,2026-02-16,spending,HKD,ParknShop,ParknShop
687.13,Groceries,2026-02-17,spending,HKD,ParknShop,ParknShop
108.13,Transport,2026-02-17,spending,HKD,Citybus,Citybus
825.74,Groceries,2026-02-18,spending,HKD,ParknShop,ParknShop
472.6,Other,2026-02-18,spending,HKD,7-Eleven,7-Eleven
118.53,Transport,2026-02-18,spending,HKD,Citybus,Citybus
110.62,Transport,2026-02-20,spending,HKD,Citybus,Citybus
129.14,Transport,2026-02-21,spending,HKD,Citybus,Citybus
160.57,Transport,2026-02-22,spending,HKD,MTR,MTR
141.02,Transport,2026-02-23,spending,HKD,MTR,MTR
421.3,Groceries,2026-02-24,spending,HKD,Wellcome,Wellcome
695.62,Dining,2026-02-25,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
935.8,Dining,2026-02-26,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
564.18,Dining,2026-02-27,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
89.78,Transport,2026-02-27,spending,HKD,Citybus,Citybus
556.88,Dining,2026-02-28,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
2000.0,Investment,2026-02-28,spending,HKD,Monthly DCA,IBKR
40000.0,Salary,2026-02-28,income,HKD,Monthly salary,Pacific Asset Management
4500.0,Savings,2026-02-28,spending,HKD,Auto-transfer to savings,Mox Bank
134.53,Transport,2026-02-28,spending,HKD,Citybus,Citybus
484.9,Entertainment,2026-03-01,spending,HKD,Broadway Cinema,Broadway Cinema
329.5,Other,2026-03-01,spending,HKD,7-Eleven,7-Eleven
10000.0,Rent,2026-03-01,spending,HKD,Monthly rent,Landlord
315.1,Entertainment,2026-03-02,spending,HKD,Netflix,Netflix
107.35,Transport,2026-03-02,spending,HKD,Citybus,Citybus
489.22,Groceries,2026-03-03,spending,HKD,ParknShop,ParknShop
128.7,Transport,2026-03-03,spending,HKD,MTR,MTR
622.51,Dining,2026-03-04,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
136.75,Transport,2026-03-04,spending,HKD,Citybus,Citybus
134.73,Transport,2026-03-04,spending,HKD,MTR,MTR
145.96,Transport,2026-03-06,spending,HKD,Citybus,Citybus
93.28,Transport,2026-03-07,spending,HKD,Citybus,Citybus
142.63,Transport,2026-03-08,spending,HKD,MTR,MTR
615.92,Utilities,2026-03-08,spending,HKD,Electricity bill,CLP Power
179.48,Utilities,2026-03-10,spending,HKD,Gas bill,Towngas
457.67,Dining,2026-03-12,spending,HKD,Meal - Maxim's,Maxim's
105.64,Transport,2026-03-13,spending,HKD,MTR,MTR
131.4,Transport,2026-03-14,spending,HKD,MTR,MTR
548.7,Groceries,2026-03-15,spending,HKD,ParknShop,ParknShop
469.51,Groceries,2026-03-15,spending,HKD,Wellcome,Wellcome
79.52,Transport,2026-03-15,spending,HKD,Citybus,Citybus
470.25,Dining,2026-03-17,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
544.84,Dining,2026-03-17,spending,HKD,Meal - Tim Ho Wan,Tim Ho Wan
119.04,Transport,2026-03-17,spending,HKD,Citybus,Citybus
633.09,Groceries,2026-03-20,spending,HKD,ParknShop,ParknShop
762.28,Groceries,2026-03-20,spending,HKD,Wellcome,Wellcome
404.26,Groceries,2026-03-21,spending,HKD,ParknShop,ParknShop
83.89,Transport,2026-03-21,spending,HKD,Citybus,Citybus
442.69,Other,2026-03-22,spending,HKD,Lane Crawford,Lane Crawford
122.68,Transport,2026-03-23,spending,HKD,MTR,MTR
466.93,Dining,2026-03-25,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
509.17,Dining,2026-03-25,spending,HKD,Meal - Kam's Roast Goose,Kam's Roast Goose
427.81,Other,2026-03-25,spending,HKD,7-Eleven,7-Eleven
102.19,Transport,2026-03-25,spending,HKD,MTR,MTR
94.9,Transport,2026-03-26,spending,HKD,Citybus,Citybus
428.63,Dining,2026-03-28,spending,HKD,Meal - Maxim's,Maxim's
2000.0,Investment,2026-03-28,spending,HKD,Monthly DCA,IBKR
40000.0,Salary,2026-03-28,income,HKD,Monthly salary,Pacific Asset Management
4500.0,Savings,2026-03-28,spending,HKD,Auto-transfer to savings,Mox Bank
127.11,Transport,2026-03-29,spending,HKD,Citybus,Citybus
144.22,Transport,2026-03-29,spending,HKD,MTR,MTR
788.9,Groceries,2026-03-30,spending,HKD,Wellcome,Wellcome
404.03,Groceries,2026-03-31,spending,HKD,ParknShop,ParknShop
