AMOUNT,CNAME,DATE,TYPE,CURRENCY,DESCRIPTION,RNAME
103.41,Transport,2025-02-14,spending,HKD,MTR,MTR
188.43,Transport,2025-02-16,spending,HKD,Citybus,Citybus
107.75,Transport,2025-02-16,spending,HKD,HKTaxi,HKTaxi
145.56,Dining,2025-02-17,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
181.07,Transport,2025-02-17,spending,HKD,MTR,MTR
181.32,Dining,2025-02-18,spending,HKD,Dinner at Nobu HK,Nobu HK
228.85,Entertainment,2025-02-19,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
310.66,Entertainment,2025-02-19,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
245.06,Shopping,2025-02-19,spending,HKD,Purchase at ZARA,ZARA
132.38,Transport,2025-02-19,spending,HKD,Citybus,Citybus
188.73,Entertainment,2025-02-20,spending,HKD,Night out - Club Cubic,Club Cubic
291.61,Entertainment,2025-02-20,spending,HKD,Night out - LKF Concepts,LKF Concepts
217.69,Dining,2025-02-21,spending,HKD,Dinner at Mott 32,Mott 32
300.15,Entertainment,2025-02-21,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
266.27,Other,2025-02-21,spending,HKD,Octopus Reload,Octopus Reload
171.43,Transport,2025-02-21,spending,HKD,MTR,MTR
197.82,Dining,2025-02-22,spending,HKD,Dinner at Ozone,Ozone
353.31,Other,2025-02-22,spending,HKD,HSBC Credit Card,HSBC Credit Card
190.21,Other,2025-02-22,spending,HKD,HSBC Credit Card,HSBC Credit Card
99.98,Transport,2025-02-22,spending,HKD,Uber,Uber
110.75,Transport,2025-02-23,spending,HKD,Uber,Uber
152.45,Transport,2025-02-23,spending,HKD,Uber,Uber
174.94,Dining,2025-02-24,spending,HKD,Dinner at Mott 32,Mott 32
223.26,Dining,2025-02-24,spending,HKD,Dinner at Nobu HK,Nobu HK
221.08,Entertainment,2025-02-24,spending,HKD,Night out - Club Cubic,Club Cubic
134.22,Transport,2025-02-24,spending,HKD,Citybus,Citybus
149.0,Transport,2025-02-24,spending,HKD,MTR,MTR
229.05,Dining,2025-02-25,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
230.11,Entertainment,2025-02-25,spending,HKD,Night out - Cinema City,Cinema City
35000.0,Salary,2025-02-25,income,HKD,Monthly salary,ABC Marketing Ltd
160.9,Transport,2025-02-25,spending,HKD,Citybus,Citybus
225.63,Dining,2025-02-26,spending,HKD,Dinner at Nobu HK,Nobu HK
251.0,Dining,2025-02-26,spending,HKD,Dinner at Ozone,Ozone
217.8,Dining,2025-02-26,spending,HKD,Dinner at Ozone,Ozone
305.28,Other,2025-02-26,spending,HKD,Octopus Reload,Octopus Reload
107.4,Transport,2025-02-27,spending,HKD,Uber,Uber
14000.0,Rent,2025-03-01,spending,HKD,Monthly rent,Landlord
132.31,Transport,2025-03-01,spending,HKD,HKTaxi,HKTaxi
153.27,Transport,2025-03-01,spending,HKD,MTR,MTR
374.96,Dining,2025-03-02,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
328.64,Dining,2025-03-02,spending,HKD,Dinner at Honi Honi,Honi Honi
230.61,Dining,2025-03-02,spending,HKD,Dinner at Ozone,Ozone
97.72,Transport,2025-03-02,spending,HKD,Uber,Uber
267.93,Dining,2025-03-04,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
343.12,Dining,2025-03-04,spending,HKD,Dinner at Mott 32,Mott 32
419.74,Dining,2025-03-04,spending,HKD,Dinner at Ozone,Ozone
330.55,Entertainment,2025-03-04,spending,HKD,Night out - Club Cubic,Club Cubic
275.51,Other,2025-03-04,spending,HKD,HSBC Credit Card,HSBC Credit Card
123.26,Transport,2025-03-04,spending,HKD,Citybus,Citybus
391.79,Entertainment,2025-03-05,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
402.46,Entertainment,2025-03-05,spending,HKD,Night out - LKF Concepts,LKF Concepts
392.83,Other,2025-03-05,spending,HKD,HSBC Credit Card,HSBC Credit Card
117.15,Transport,2025-03-05,spending,HKD,Citybus,Citybus
283.61,Dining,2025-03-06,spending,HKD,Dinner at Ozone,Ozone
504.28,Other,2025-03-06,spending,HKD,7-Eleven,7-Eleven
337.58,Other,2025-03-06,spending,HKD,Octopus Reload,Octopus Reload
111.47,Transport,2025-03-06,spending,HKD,HKTaxi,HKTaxi
241.67,Dining,2025-03-07,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
305.39,Dining,2025-03-07,spending,HKD,Dinner at Mott 32,Mott 32
285.72,Entertainment,2025-03-07,spending,HKD,Night out - LKF Concepts,LKF Concepts
387.24,Entertainment,2025-03-08,spending,HKD,Night out - LKF Concepts,LKF Concepts
762.44,Shopping,2025-03-08,spending,HKD,Purchase at Lane Crawford,Lane Crawford
129.67,Transport,2025-03-08,spending,HKD,Citybus,Citybus
329.08,Dining,2025-03-09,spending,HKD,Dinner at Ozone,Ozone
804.13,Shopping,2025-03-09,spending,HKD,Purchase at Apple Store,Apple Store
815.22,Shopping,2025-03-10,spending,HKD,Purchase at Lane Crawford,Lane Crawford
92.53,Transport,2025-03-10,spending,HKD,HKTaxi,HKTaxi
146.9,Transport,2025-03-10,spending,HKD,Uber,Uber
347.48,Dining,2025-03-11,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
526.27,Other,2025-03-11,spending,HKD,HSBC Credit Card,HSBC Credit Card
400.04,Dining,2025-03-12,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
307.36,Dining,2025-03-12,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
654.03,Shopping,2025-03-12,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
106.94,Transport,2025-03-12,spending,HKD,Citybus,Citybus
163.54,Transport,2025-03-12,spending,HKD,HKTaxi,HKTaxi
266.89,Dining,2025-03-13,spending,HKD,Dinner at Ozone,Ozone
530.8,Other,2025-03-13,spending,HKD,Octopus Reload,Octopus Reload
334.15,Dining,2025-03-14,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
338.26,Dining,2025-03-14,spending,HKD,Dinner at Mott 32,Mott 32
93.98,Transport,2025-03-14,spending,HKD,Citybus,Citybus
117.01,Transport,2025-03-14,spending,HKD,MTR,MTR
87.16,Transport,2025-03-15,spending,HKD,MTR,MTR
100.6,Transport,2025-03-15,spending,HKD,Uber,Uber
265.97,Dining,2025-03-16,spending,HKD,Dinner at Nobu HK,Nobu HK
265.06,Dining,2025-03-18,spending,HKD,Dinner at Honi Honi,Honi Honi
251.01,Dining,2025-03-18,spending,HKD,Dinner at Mott 32,Mott 32
101.17,Transport,2025-03-18,spending,HKD,Uber,Uber
339.81,Dining,2025-03-19,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
786.81,Shopping,2025-03-19,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
428.13,Entertainment,2025-03-20,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
274.27,Entertainment,2025-03-20,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
164.78,Transport,2025-03-20,spending,HKD,Citybus,Citybus
448.52,Entertainment,2025-03-21,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
231.0,Dining,2025-03-22,spending,HKD,Dinner at Nobu HK,Nobu HK
443.06,Entertainment,2025-03-22,spending,HKD,Night out - Club Cubic,Club Cubic
158.98,Transport,2025-03-22,spending,HKD,HKTaxi,HKTaxi
414.05,Entertainment,2025-03-23,spending,HKD,Night out - LKF Concepts,LKF Concepts
35000.0,Salary,2025-03-25,income,HKD,Monthly salary,ABC Marketing Ltd
150.4,Transport,2025-03-25,spending,HKD,HKTaxi,HKTaxi
155.07,Transport,2025-03-25,spending,HKD,MTR,MTR
275.22,Entertainment,2025-03-26,spending,HKD,Night out - Volar,Volar
432.74,Other,2025-03-26,spending,HKD,Octopus Reload,Octopus Reload
91.57,Transport,2025-03-26,spending,HKD,Citybus,Citybus
88.16,Transport,2025-03-27,spending,HKD,Citybus,Citybus
101.89,Transport,2025-03-27,spending,HKD,Uber,Uber
122.84,Transport,2025-03-27,spending,HKD,Uber,Uber
375.05,Dining,2025-03-28,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
446.17,Entertainment,2025-03-28,spending,HKD,Night out - LKF Concepts,LKF Concepts
316.21,Entertainment,2025-03-28,spending,HKD,Night out - Volar,Volar
277.24,Entertainment,2025-03-29,spending,HKD,Night out - Club Cubic,Club Cubic
379.35,Entertainment,2025-03-29,spending,HKD,Night out - Volar,Volar
86.51,Transport,2025-03-29,spending,HKD,HKTaxi,HKTaxi
421.59,Dining,2025-03-30,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
231.59,Dining,2025-03-31,spending,HKD,Dinner at Honi Honi,Honi Honi
677.37,Shopping,2025-03-31,spending,HKD,Purchase at IFC Mall,IFC Mall
108.59,Transport,2025-03-31,spending,HKD,Citybus,Citybus
141.74,Transport,2025-03-31,spending,HKD,Citybus,Citybus
151.24,Transport,2025-03-31,spending,HKD,MTR,MTR
103.57,Transport,2025-03-31,spending,HKD,MTR,MTR
497.2,Entertainment,2025-04-01,spending,HKD,Night out - LKF Concepts,LKF Concepts
14000.0,Rent,2025-04-01,spending,HKD,Monthly rent,Landlord
130.36,Transport,2025-04-01,spending,HKD,MTR,MTR
398.04,Entertainment,2025-04-02,spending,HKD,Night out - Cinema City,Cinema City
497.75,Entertainment,2025-04-02,spending,HKD,Night out - LKF Concepts,LKF Concepts
259.72,Dining,2025-04-03,spending,HKD,Dinner at Nobu HK,Nobu HK
222.72,Dining,2025-04-03,spending,HKD,Dinner at Nobu HK,Nobu HK
336.18,Other,2025-04-03,spending,HKD,Octopus Reload,Octopus Reload
109.6,Transport,2025-04-03,spending,HKD,MTR,MTR
360.73,Dining,2025-04-04,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
144.16,Transport,2025-04-04,spending,HKD,HKTaxi,HKTaxi
302.56,Other,2025-04-05,spending,HKD,7-Eleven,7-Eleven
1025.39,Shopping,2025-04-05,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
90.85,Transport,2025-04-05,spending,HKD,HKTaxi,HKTaxi
351.92,Dining,2025-04-06,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
91.16,Transport,2025-04-07,spending,HKD,MTR,MTR
204.66,Dining,2025-04-08,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
298.13,Dining,2025-04-08,spending,HKD,Dinner at Nobu HK,Nobu HK
92.03,Transport,2025-04-08,spending,HKD,MTR,MTR
291.65,Dining,2025-04-09,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
281.35,Entertainment,2025-04-09,spending,HKD,Night out - Cinema City,Cinema City
436.12,Entertainment,2025-04-09,spending,HKD,Night out - Club Cubic,Club Cubic
149.53,Transport,2025-04-09,spending,HKD,Citybus,Citybus
128.22,Transport,2025-04-09,spending,HKD,Citybus,Citybus
124.07,Transport,2025-04-10,spending,HKD,Uber,Uber
136.0,Transport,2025-04-10,spending,HKD,Uber,Uber
369.69,Dining,2025-04-11,spending,HKD,Dinner at Honi Honi,Honi Honi
417.45,Dining,2025-04-11,spending,HKD,Dinner at Mott 32,Mott 32
265.21,Entertainment,2025-04-11,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
359.89,Other,2025-04-11,spending,HKD,HSBC Credit Card,HSBC Credit Card
113.27,Transport,2025-04-11,spending,HKD,MTR,MTR
252.96,Dining,2025-04-12,spending,HKD,Dinner at Honi Honi,Honi Honi
94.14,Transport,2025-04-12,spending,HKD,Citybus,Citybus
303.84,Dining,2025-04-13,spending,HKD,Dinner at Mott 32,Mott 32
1039.83,Shopping,2025-04-13,spending,HKD,Purchase at Apple Store,Apple Store
88.04,Transport,2025-04-13,spending,HKD,HKTaxi,HKTaxi
335.38,Dining,2025-04-14,spending,HKD,Dinner at Ozone,Ozone
388.43,Entertainment,2025-04-14,spending,HKD,Night out - Volar,Volar
257.66,Dining,2025-04-15,spending,HKD,Dinner at Ozone,Ozone
347.59,Other,2025-04-15,spending,HKD,7-Eleven,7-Eleven
444.21,Other,2025-04-15,spending,HKD,7-Eleven,7-Eleven
338.33,Entertainment,2025-04-16,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
91.97,Transport,2025-04-16,spending,HKD,Citybus,Citybus
113.8,Transport,2025-04-16,spending,HKD,Citybus,Citybus
101.69,Transport,2025-04-16,spending,HKD,Uber,Uber
389.25,Dining,2025-04-17,spending,HKD,Dinner at Ozone,Ozone
454.24,Entertainment,2025-04-17,spending,HKD,Night out - LKF Concepts,LKF Concepts
101.02,Transport,2025-04-17,spending,HKD,HKTaxi,HKTaxi
151.55,Transport,2025-04-17,spending,HKD,MTR,MTR
168.97,Transport,2025-04-17,spending,HKD,Uber,Uber
257.38,Other,2025-04-18,spending,HKD,7-Eleven,7-Eleven
111.9,Transport,2025-04-18,spending,HKD,Uber,Uber
91.71,Transport,2025-04-18,spending,HKD,Uber,Uber
205.19,Dining,2025-04-19,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
314.72,Entertainment,2025-04-20,spending,HKD,Night out - LKF Concepts,LKF Concepts
121.22,Transport,2025-04-20,spending,HKD,MTR,MTR
499.72,Entertainment,2025-04-21,spending,HKD,Night out - LKF Concepts,LKF Concepts
341.68,Dining,2025-04-22,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
309.43,Dining,2025-04-22,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
318.18,Dining,2025-04-23,spending,HKD,Dinner at Nobu HK,Nobu HK
322.51,Entertainment,2025-04-24,spending,HKD,Night out - Volar,Volar
309.91,Dining,2025-04-25,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
257.1,Dining,2025-04-25,spending,HKD,Dinner at Mott 32,Mott 32
35000.0,Salary,2025-04-25,income,HKD,Monthly salary,ABC Marketing Ltd
1404.14,Shopping,2025-04-25,spending,HKD,Purchase at IFC Mall,IFC Mall
93.25,Transport,2025-04-26,spending,HKD,Citybus,Citybus
290.02,Dining,2025-04-27,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
336.93,Dining,2025-04-27,spending,HKD,Dinner at Mott 32,Mott 32
316.02,Dining,2025-04-27,spending,HKD,Dinner at Ozone,Ozone
162.06,Transport,2025-04-27,spending,HKD,Citybus,Citybus
144.29,Transport,2025-04-27,spending,HKD,HKTaxi,HKTaxi
273.15,Dining,2025-04-28,spending,HKD,Dinner at Mott 32,Mott 32
290.41,Other,2025-04-28,spending,HKD,7-Eleven,7-Eleven
1030.64,Shopping,2025-04-28,spending,HKD,Purchase at ZARA,ZARA
160.9,Transport,2025-04-28,spending,HKD,Citybus,Citybus
487.0,Entertainment,2025-04-29,spending,HKD,Night out - LKF Concepts,LKF Concepts
276.37,Other,2025-04-29,spending,HKD,7-Eleven,7-Eleven
109.97,Transport,2025-04-29,spending,HKD,Uber,Uber
115.82,Transport,2025-04-29,spending,HKD,Uber,Uber
226.59,Dining,2025-04-30,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
319.38,Entertainment,2025-04-30,spending,HKD,Night out - LKF Concepts,LKF Concepts
385.42,Other,2025-04-30,spending,HKD,HSBC Credit Card,HSBC Credit Card
168.44,Transport,2025-04-30,spending,HKD,Uber,Uber
14000.0,Rent,2025-05-01,spending,HKD,Monthly rent,Landlord
102.32,Transport,2025-05-01,spending,HKD,Uber,Uber
409.28,Dining,2025-05-02,spending,HKD,Dinner at Honi Honi,Honi Honi
298.37,Dining,2025-05-02,spending,HKD,Dinner at Nobu HK,Nobu HK
322.45,Other,2025-05-02,spending,HKD,HSBC Credit Card,HSBC Credit Card
139.81,Transport,2025-05-02,spending,HKD,Uber,Uber
136.27,Transport,2025-05-02,spending,HKD,Uber,Uber
384.59,Dining,2025-05-03,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
229.92,Other,2025-05-03,spending,HKD,7-Eleven,7-Eleven
120.74,Transport,2025-05-03,spending,HKD,MTR,MTR
386.06,Dining,2025-05-04,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
318.44,Entertainment,2025-05-04,spending,HKD,Night out - Cinema City,Cinema City
607.0,Entertainment,2025-05-04,spending,HKD,Night out - LKF Concepts,LKF Concepts
312.23,Dining,2025-05-05,spending,HKD,Dinner at Nobu HK,Nobu HK
363.65,Other,2025-05-05,spending,HKD,Octopus Reload,Octopus Reload
108.8,Transport,2025-05-05,spending,HKD,Uber,Uber
474.33,Entertainment,2025-05-06,spending,HKD,Night out - Cinema City,Cinema City
579.48,Entertainment,2025-05-06,spending,HKD,Night out - Cinema City,Cinema City
161.75,Transport,2025-05-06,spending,HKD,Citybus,Citybus
302.11,Dining,2025-05-07,spending,HKD,Dinner at Honi Honi,Honi Honi
497.59,Entertainment,2025-05-07,spending,HKD,Night out - LKF Concepts,LKF Concepts
440.37,Dining,2025-05-08,spending,HKD,Dinner at Honi Honi,Honi Honi
266.61,Dining,2025-05-09,spending,HKD,Dinner at Ozone,Ozone
301.58,Other,2025-05-09,spending,HKD,7-Eleven,7-Eleven
1234.63,Shopping,2025-05-10,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
170.71,Transport,2025-05-10,spending,HKD,MTR,MTR
229.69,Dining,2025-05-11,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
126.76,Transport,2025-05-11,spending,HKD,HKTaxi,HKTaxi
359.9,Dining,2025-05-12,spending,HKD,Dinner at Nobu HK,Nobu HK
544.06,Entertainment,2025-05-12,spending,HKD,Night out - Club Cubic,Club Cubic
129.77,Transport,2025-05-13,spending,HKD,Citybus,Citybus
239.93,Dining,2025-05-14,spending,HKD,Dinner at Mott 32,Mott 32
403.99,Dining,2025-05-14,spending,HKD,Dinner at Nobu HK,Nobu HK
133.92,Transport,2025-05-15,spending,HKD,HKTaxi,HKTaxi
318.65,Dining,2025-05-16,spending,HKD,Dinner at Mott 32,Mott 32
191.44,Other,2025-05-16,spending,HKD,HSBC Credit Card,HSBC Credit Card
324.21,Other,2025-05-16,spending,HKD,Octopus Reload,Octopus Reload
137.39,Transport,2025-05-16,spending,HKD,HKTaxi,HKTaxi
157.81,Transport,2025-05-16,spending,HKD,MTR,MTR
288.28,Dining,2025-05-17,spending,HKD,Dinner at Black Sheep Restaurants,Black Sheep Restaurants
221.18,Dining,2025-05-17,spending,HKD,Dinner at Nobu HK,Nobu HK
561.32,Entertainment,2025-05-17,spending,HKD,Night out - LKF Concepts,LKF Concepts
631.76,Entertainment,2025-05-18,spending,HKD,Night out - LKF Concepts,LKF Concepts
567.07,Entertainment,2025-05-18,spending,HKD,Night out - Volar,Volar
146.36,Transport,2025-05-18,spending,HKD,Citybus,Citybus
131.9,Transport,2025-05-19,spending,HKD,Citybus,Citybus
124.82,Transport,2025-05-19,spending,HKD,Uber,Uber
111.83,Transport,2025-05-20,spending,HKD,Citybus,Citybus
121.25,Transport,2025-05-20,spending,HKD,HKTaxi,HKTaxi
343.02,Other,2025-05-22,spending,HKD,7-Eleven,7-Eleven
300.74,Other,2025-05-22,spending,HKD,Circle K,Circle K
342.47,Dining,2025-05-23,spending,HKD,Dinner at Mott 32,Mott 32
429.25,Dining,2025-05-23,spending,HKD,Dinner at Ozone,Ozone
319.41,Entertainment,2025-05-24,spending,HKD,Night out - LKF Concepts,LKF Concepts
194.91,Other,2025-05-24,spending,HKD,7-Eleven,7-Eleven
399.47,Dining,2025-05-25,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
35000.0,Salary,2025-05-25,income,HKD,Monthly salary,ABC Marketing Ltd
1226.05,Shopping,2025-05-25,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
440.81,Dining,2025-05-26,spending,HKD,Dinner at Nobu HK,Nobu HK
129.47,Transport,2025-05-26,spending,HKD,MTR,MTR
126.41,Transport,2025-05-26,spending,HKD,MTR,MTR
427.65,Dining,2025-05-27,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
237.97,Other,2025-05-27,spending,HKD,Octopus Reload,Octopus Reload
105.89,Transport,2025-05-27,spending,HKD,MTR,MTR
137.65,Transport,2025-05-27,spending,HKD,Uber,Uber
1092.56,Shopping,2025-05-28,spending,HKD,Purchase at ZARA,ZARA
141.44,Transport,2025-05-29,spending,HKD,MTR,MTR
333.41,Dining,2025-05-30,spending,HKD,Dinner at Honi Honi,Honi Honi
265.72,Dining,2025-05-30,spending,HKD,Dinner at Ozone,Ozone
190.11,Other,2025-05-30,spending,HKD,HSBC Credit Card,HSBC Credit Card
182.97,Transport,2025-05-30,spending,HKD,Uber,Uber
399.52,Entertainment,2025-05-31,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
946.76,Shopping,2025-05-31,spending,HKD,Purchase at Harvey Nichols,Harvey Nichols
152.08,Transport,2025-05-31,spending,HKD,HKTaxi,HKTaxi
127.95,Transport,2025-05-31,spending,HKD,MTR,MTR
133.92,Transport,2025-05-31,spending,HKD,Uber,Uber
601.11,Dining,2025-06-01,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
1055.46,Entertainment,2025-06-01,spending,HKD,Night out - Club Cubic,Club Cubic
14000.0,Rent,2025-06-01,spending,HKD,Monthly rent,Landlord
455.95,Dining,2025-06-02,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
222.94,Transport,2025-06-02,spending,HKD,Citybus,Citybus
587.11,Dining,2025-06-03,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
385.68,Dining,2025-06-03,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
458.19,Shopping,2025-06-03,spending,HKD,Purchase at Lane Crawford,Lane Crawford
156.27,Transport,2025-06-04,spending,HKD,Citybus,Citybus
197.78,Transport,2025-06-04,spending,HKD,Uber,Uber
668.65,Dining,2025-06-05,spending,HKD,Dinner at Honi Honi,Honi Honi
655.2,Dining,2025-06-05,spending,HKD,Dinner at Honi Honi,Honi Honi
132.11,Transport,2025-06-05,spending,HKD,Citybus,Citybus
137.97,Transport,2025-06-05,spending,HKD,Citybus,Citybus
206.3,Transport,2025-06-05,spending,HKD,MTR,MTR
146.98,Transport,2025-06-05,spending,HKD,Uber,Uber
545.99,Dining,2025-06-07,spending,HKD,Dinner at Nobu HK,Nobu HK
687.95,Entertainment,2025-06-07,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
283.25,Other,2025-06-07,spending,HKD,Octopus Reload,Octopus Reload
483.87,Dining,2025-06-08,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
1136.18,Entertainment,2025-06-08,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
275.37,Other,2025-06-08,spending,HKD,7-Eleven,7-Eleven
342.63,Other,2025-06-08,spending,HKD,7-Eleven,7-Eleven
309.49,Other,2025-06-08,spending,HKD,Circle K,Circle K
179.35,Transport,2025-06-08,spending,HKD,Uber,Uber
690.64,Dining,2025-06-10,spending,HKD,Dinner at Nobu HK,Nobu HK
258.28,Other,2025-06-10,spending,HKD,7-Eleven,7-Eleven
183.68,Transport,2025-06-10,spending,HKD,Citybus,Citybus
187.07,Transport,2025-06-10,spending,HKD,Citybus,Citybus
544.27,Dining,2025-06-11,spending,HKD,Dinner at Mott 32,Mott 32
544.34,Dining,2025-06-11,spending,HKD,Dinner at Nobu HK,Nobu HK
569.04,Dining,2025-06-11,spending,HKD,Dinner at Ozone,Ozone
1215.37,Entertainment,2025-06-11,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
206.23,Transport,2025-06-11,spending,HKD,Uber,Uber
803.56,Entertainment,2025-06-12,spending,HKD,Night out - Club Cubic,Club Cubic
753.81,Entertainment,2025-06-12,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
1107.18,Entertainment,2025-06-13,spending,HKD,Night out - LKF Concepts,LKF Concepts
132.89,Transport,2025-06-13,spending,HKD,Uber,Uber
599.41,Dining,2025-06-14,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
781.98,Shopping,2025-06-14,spending,HKD,Purchase at IFC Mall,IFC Mall
149.37,Transport,2025-06-14,spending,HKD,MTR,MTR
352.26,Dining,2025-06-15,spending,HKD,Dinner at Mott 32,Mott 32
681.74,Dining,2025-06-15,spending,HKD,Dinner at Nobu HK,Nobu HK
412.8,Dining,2025-06-15,spending,HKD,Dinner at Nobu HK,Nobu HK
373.11,Dining,2025-06-15,spending,HKD,Dinner at Ozone,Ozone
147.31,Transport,2025-06-15,spending,HKD,HKTaxi,HKTaxi
148.69,Transport,2025-06-16,spending,HKD,MTR,MTR
377.42,Dining,2025-06-17,spending,HKD,Dinner at Ozone,Ozone
453.52,Dining,2025-06-18,spending,HKD,Dinner at Nobu HK,Nobu HK
404.36,Other,2025-06-18,spending,HKD,7-Eleven,7-Eleven
441.47,Shopping,2025-06-18,spending,HKD,Purchase at IFC Mall,IFC Mall
1040.1,Entertainment,2025-06-19,spending,HKD,Night out - Club Cubic,Club Cubic
714.37,Shopping,2025-06-19,spending,HKD,Purchase at ZARA,ZARA
436.69,Dining,2025-06-20,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
615.34,Dining,2025-06-20,spending,HKD,Dinner at Honi Honi,Honi Honi
816.64,Entertainment,2025-06-21,spending,HKD,Night out - HK Philharmonic,HK Philharmonic
876.39,Shopping,2025-06-21,spending,HKD,Purchase at Apple Store,Apple Store
624.56,Dining,2025-06-22,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
455.86,Dining,2025-06-22,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
473.47,Dining,2025-06-22,spending,HKD,Dinner at Ho Lee Fook,Ho Lee Fook
831.08,Entertainment,2025-06-22,spending,HKD,Night out - Cinema City,Cinema City
876.46,Entertainment,2025-06-22,spending,HKD,Night out - Volar,Volar
197.71,Transport,2025-06-23,spending,HKD,Citybus,Citybus
213.3,Transport,2025-06-23,spending,HKD,MTR,MTR
354.3,Other,2025-06-24,spending,HKD,Circle K,Circle K
397.73,Other,2025-06-24,spending,HKD,Circle K,Circle K
185.97,Transport,2025-06-24,spending,HKD,HKTaxi,HKTaxi
371.8,Dining,2025-06-25,spending,HKD,Dinner at Mott 32,Mott 32
501.73,Dining,2025-06-25,spending,HKD,Dinner at Nobu HK,Nobu HK
676.21,Entertainment,2025-06-25,spending,HKD,Night out - Volar,Volar
374.59,Other,2025-06-25,spending,HKD,Octopus Reload,Octopus Reload
35000.0,Salary,2025-06-25,income,HKD,Monthly salary,ABC Marketing Ltd
435.09,Shopping,2025-06-27,spending,HKD,Purchase at Apple Store,Apple Store
792.52,Shopping,2025-06-27,spending,HKD,Purchase at IFC Mall,IFC Mall
173.06,Transport,2025-06-27,spending,HKD,HKTaxi,HKTaxi
195.02,Transport,2025-06-29,spending,HKD,MTR,MTR
538.44,Dining,2025-06-30,spending,HKD,Dinner at Mott 32,Mott 32
284.5,Dining,2025-07-01,spending,HKD,Dinner at Ozone,Ozone
14000.0,Rent,2025-07-01,spending,HKD,Monthly rent,Landlord
390.49,Dining,2025-07-02,spending,HKD,Dinner at Nobu HK,Nobu HK
320.21,Other,2025-07-02,spending,HKD,7-Eleven,7-Eleven
207.47,Other,2025-07-03,spending,HKD,Circle K,Circle K
124.05,Transport,2025-07-03,spending,HKD,MTR,MTR
197.01,Transport,2025-07-03,spending,HKD,Uber,Uber
293.28,Dining,2025-07-04,spending,HKD,Dinner at Mott 32,Mott 32
423.25,Entertainment,2025-07-04,spending,HKD,Night out - Cinema City,Cinema City
475.79,Entertainment,2025-07-04,spending,HKD,Night out - Cinema City,Cinema City
