AMOUNT,CNAME,DATE,TYPE,CURRENCY,DESCRIPTION,RNAME
421.92,Dining,2025-03-17,spending,HKD,Food - Pacific Coffee,Pacific Coffee
136.89,Transport,2025-03-17,spending,HKD,HKTaxi,HKTaxi
639.69,Dining,2025-03-18,spending,HKD,Food - Keeta,Keeta
76.55,Entertainment,2025-03-18,spending,HKD,YouTube Premium subscription,YouTube Premium
162.06,Other,2025-03-19,spending,HKD,Convenience - 7-Eleven,7-Eleven
507.68,Dining,2025-03-20,spending,HKD,Food - Fuel Espresso,Fuel Espresso
73.35,Transport,2025-03-21,spending,HKD,HKTaxi,HKTaxi
57.51,Entertainment,2025-03-22,spending,HKD,Apple subscription,Apple
79.37,Transport,2025-03-22,spending,HKD,HKTaxi,HKTaxi
130.69,Transport,2025-03-22,spending,HKD,HKTaxi,HKTaxi
507.22,Dining,2025-03-25,spending,HKD,Food - Foodpanda,Foodpanda
121.86,Transport,2025-03-26,spending,HKD,HKTaxi,HKTaxi
109.18,Transport,2025-03-26,spending,HKD,HKTaxi,HKTaxi
132.65,Transport,2025-03-27,spending,HKD,MTR,MTR
659.24,Dining,2025-03-28,spending,HKD,Food - Fuel Espresso,Fuel Espresso
119.28,Transport,2025-03-28,spending,HKD,Uber,Uber
78.81,Transport,2025-03-29,spending,HKD,MTR,MTR
168.12,Other,2025-03-30,spending,HKD,Convenience - 7-Eleven,7-Eleven
20000.0,Salary,2025-03-31,income,HKD,Monthly salary,Design Studio HK
98.6,Transport,2025-03-31,spending,HKD,HKTaxi,HKTaxi
3000.0,Rent,2025-04-01,spending,HKD,Monthly rent,Landlord
64.9,Transport,2025-04-01,spending,HKD,HKTaxi,HKTaxi
337.33,Dining,2025-04-02,spending,HKD,Food - Fuel Espresso,Fuel Espresso
144.98,Other,2025-04-02,spending,HKD,Convenience - ATM,ATM
1142.09,Shopping,2025-04-02,spending,HKD,Purchase - Apple Store,Apple Store
65.16,Transport,2025-04-03,spending,HKD,HKTaxi,HKTaxi
103.66,Transport,2025-04-03,spending,HKD,MTR,MTR
303.04,Dining,2025-04-04,spending,HKD,Food - Pacific Coffee,Pacific Coffee
62.18,Transport,2025-04-04,spending,HKD,HKTaxi,HKTaxi
557.7,Dining,2025-04-05,spending,HKD,Food - % Arabica,% Arabica
92.4,Entertainment,2025-04-05,spending,HKD,Netflix subscription,Netflix
1180.51,Shopping,2025-04-05,spending,HKD,Purchase - Uniqlo,Uniqlo
101.07,Transport,2025-04-05,spending,HKD,HKTaxi,HKTaxi
98.92,Other,2025-04-06,spending,HKD,Convenience - ATM,ATM
185.08,Other,2025-04-06,spending,HKD,Convenience - ATM,ATM
475.49,Dining,2025-04-07,spending,HKD,Food - Foodpanda,Foodpanda
38.86,Dining,2025-04-07,spending,HKD,Morning coffee,Starbucks
346.67,Dining,2025-04-08,spending,HKD,Food - Fuel Espresso,Fuel Espresso
435.4,Dining,2025-04-08,spending,HKD,Food - Fuel Espresso,Fuel Espresso
38.91,Dining,2025-04-08,spending,HKD,Morning coffee,Starbucks
39.48,Dining,2025-04-08,spending,HKD,Morning coffee,Starbucks
59.0,Entertainment,2025-04-08,spending,HKD,Spotify subscription,Spotify
118.47,Transport,2025-04-08,spending,HKD,HKTaxi,HKTaxi
113.87,Transport,2025-04-09,spending,HKD,Uber,Uber
62.14,Transport,2025-04-10,spending,HKD,MTR,MTR
85.52,Transport,2025-04-10,spending,HKD,MTR,MTR
480.61,Dining,2025-04-11,spending,HKD,Food - Keeta,Keeta
41.38,Dining,2025-04-11,spending,HKD,Morning coffee,Starbucks
43.04,Dining,2025-04-12,spending,HKD,Morning coffee,Starbucks
73.1,Entertainment,2025-04-12,spending,HKD,Disney+ subscription,Disney+
41.85,Dining,2025-04-13,spending,HKD,Morning coffee,Starbucks
44.8,Dining,2025-04-14,spending,HKD,Morning coffee,Starbucks
152.54,Other,2025-04-14,spending,HKD,Convenience - Circle K,Circle K
116.15,Transport,2025-04-14,spending,HKD,Uber,Uber
81.64,Transport,2025-04-14,spending,HKD,Uber,Uber
115.38,Transport,2025-04-15,spending,HKD,MTR,MTR
38.24,Dining,2025-04-16,spending,HKD,Morning coffee,Starbucks
40.81,Dining,2025-04-16,spending,HKD,Morning coffee,Starbucks
117.57,Transport,2025-04-16,spending,HKD,HKTaxi,HKTaxi
85.85,Transport,2025-04-16,spending,HKD,HKTaxi,HKTaxi
518.36,Dining,2025-04-17,spending,HKD,Food - Fuel Espresso,Fuel Espresso
44.61,Dining,2025-04-17,spending,HKD,Morning coffee,Starbucks
140.34,Other,2025-04-17,spending,HKD,Convenience - ATM,ATM
116.54,Transport,2025-04-17,spending,HKD,HKTaxi,HKTaxi
44.76,Dining,2025-04-18,spending,HKD,Morning coffee,Starbucks
77.21,Entertainment,2025-04-18,spending,HKD,YouTube Premium subscription,YouTube Premium
77.51,Transport,2025-04-18,spending,HKD,Uber,Uber
40.58,Dining,2025-04-19,spending,HKD,Morning coffee,Starbucks
1470.44,Shopping,2025-04-19,spending,HKD,Purchase - HKTVmall,HKTVmall
346.81,Dining,2025-04-20,spending,HKD,Food - Foodpanda,Foodpanda
579.92,Dining,2025-04-20,spending,HKD,Food - Keeta,Keeta
38.75,Dining,2025-04-20,spending,HKD,Morning coffee,Starbucks
67.56,Transport,2025-04-20,spending,HKD,HKTaxi,HKTaxi
111.78,Transport,2025-04-20,spending,HKD,HKTaxi,HKTaxi
292.03,Dining,2025-04-21,spending,HKD,Food - Foodpanda,Foodpanda
80.66,Transport,2025-04-21,spending,HKD,HKTaxi,HKTaxi
107.85,Transport,2025-04-21,spending,HKD,HKTaxi,HKTaxi
63.46,Transport,2025-04-21,spending,HKD,Uber,Uber
38.87,Dining,2025-04-22,spending,HKD,Morning coffee,Starbucks
57.94,Entertainment,2025-04-22,spending,HKD,Apple subscription,Apple
46.05,Dining,2025-04-23,spending,HKD,Morning coffee,Starbucks
76.61,Transport,2025-04-25,spending,HKD,HKTaxi,HKTaxi
103.33,Transport,2025-04-25,spending,HKD,MTR,MTR
101.14,Transport,2025-04-25,spending,HKD,Uber,Uber
571.34,Dining,2025-04-26,spending,HKD,Food - Fuel Espresso,Fuel Espresso
43.28,Dining,2025-04-26,spending,HKD,Morning coffee,Starbucks
43.53,Dining,2025-04-26,spending,HKD,Morning coffee,Starbucks
1406.95,Shopping,2025-04-26,spending,HKD,Purchase - Taobao,Taobao
499.31,Dining,2025-04-27,spending,HKD,Food - % Arabica,% Arabica
178.14,Other,2025-04-27,spending,HKD,Convenience - ATM,ATM
40.69,Dining,2025-04-28,spending,HKD,Morning coffee,Starbucks
20000.0,Salary,2025-04-30,income,HKD,Monthly salary,Design Studio HK
3000.0,Rent,2025-05-01,spending,HKD,Monthly rent,Landlord
740.82,Dining,2025-05-02,spending,HKD,Food - Fuel Espresso,Fuel Espresso
565.74,Dining,2025-05-03,spending,HKD,Food - Keeta,Keeta
43.47,Dining,2025-05-03,spending,HKD,Morning coffee,Starbucks
99.29,Transport,2025-05-03,spending,HKD,HKTaxi,HKTaxi
88.67,Transport,2025-05-03,spending,HKD,HKTaxi,HKTaxi
74.37,Transport,2025-05-03,spending,HKD,MTR,MTR
221.76,Other,2025-05-04,spending,HKD,Convenience - 7-Eleven,7-Eleven
102.25,Transport,2025-05-04,spending,HKD,MTR,MTR
91.42,Entertainment,2025-05-05,spending,HKD,Netflix subscription,Netflix
572.58,Dining,2025-05-06,spending,HKD,Food - Pacific Coffee,Pacific Coffee
475.72,Dining,2025-05-07,spending,HKD,Food - Fuel Espresso,Fuel Espresso
38.64,Dining,2025-05-07,spending,HKD,Morning coffee,Starbucks
167.91,Other,2025-05-07,spending,HKD,Convenience - 7-Eleven,7-Eleven
73.44,Transport,2025-05-07,spending,HKD,Uber,Uber
57.33,Entertainment,2025-05-08,spending,HKD,Spotify subscription,Spotify
93.58,Transport,2025-05-08,spending,HKD,Uber,Uber
38.94,Dining,2025-05-09,spending,HKD,Morning coffee,Starbucks
39.22,Dining,2025-05-09,spending,HKD,Morning coffee,Starbucks
39.44,Dining,2025-05-09,spending,HKD,Morning coffee,Starbucks
1222.56,Shopping,2025-05-09,spending,HKD,Purchase - Uniqlo,Uniqlo
88.2,Transport,2025-05-09,spending,HKD,MTR,MTR
39.93,Dining,2025-05-10,spending,HKD,Morning coffee,Starbucks
41.94,Dining,2025-05-11,spending,HKD,Morning coffee,Starbucks
85.44,Transport,2025-05-11,spending,HKD,HKTaxi,HKTaxi
38.83,Dining,2025-05-12,spending,HKD,Morning coffee,Starbucks
71.54,Entertainment,2025-05-12,spending,HKD,Disney+ subscription,Disney+
380.77,Dining,2025-05-13,spending,HKD,Food - Keeta,Keeta
47.08,Dining,2025-05-13,spending,HKD,Morning coffee,Starbucks
1013.19,Shopping,2025-05-13,spending,HKD,Purchase - HKTVmall,HKTVmall
98.1,Transport,2025-05-13,spending,HKD,HKTaxi,HKTaxi
98.38,Transport,2025-05-14,spending,HKD,Uber,Uber
94.19,Transport,2025-05-14,spending,HKD,Uber,Uber
377.03,Dining,2025-05-15,spending,HKD,Food - Fuel Espresso,Fuel Espresso
47.3,Dining,2025-05-15,spending,HKD,Morning coffee,Starbucks
43.64,Dining,2025-05-15,spending,HKD,Morning coffee,Starbucks
63.99,Transport,2025-05-15,spending,HKD,MTR,MTR
675.44,Dining,2025-05-16,spending,HKD,Food - % Arabica,% Arabica
92.44,Transport,2025-05-16,spending,HKD,HKTaxi,HKTaxi
67.01,Transport,2025-05-16,spending,HKD,Uber,Uber
523.29,Dining,2025-05-17,spending,HKD,Food - Foodpanda,Foodpanda
45.25,Dining,2025-05-17,spending,HKD,Morning coffee,Starbucks
458.31,Dining,2025-05-18,spending,HKD,Food - Foodpanda,Foodpanda
40.02,Dining,2025-05-18,spending,HKD,Morning coffee,Starbucks
78.52,Entertainment,2025-05-18,spending,HKD,YouTube Premium subscription,YouTube Premium
43.96,Dining,2025-05-19,spending,HKD,Morning coffee,Starbucks
368.21,Dining,2025-05-20,spending,HKD,Food - Fuel Espresso,Fuel Espresso
74.56,Transport,2025-05-20,spending,HKD,MTR,MTR
59.49,Transport,2025-05-20,spending,HKD,Uber,Uber
76.78,Transport,2025-05-21,spending,HKD,MTR,MTR
83.49,Transport,2025-05-21,spending,HKD,Uber,Uber
97.94,Transport,2025-05-21,spending,HKD,Uber,Uber
57.29,Entertainment,2025-05-22,spending,HKD,Apple subscription,Apple
99.43,Transport,2025-05-22,spending,HKD,MTR,MTR
71.53,Transport,2025-05-22,spending,HKD,Uber,Uber
98.09,Transport,2025-05-23,spending,HKD,HKTaxi,HKTaxi
396.08,Dining,2025-05-24,spending,HKD,Food - Foodpanda,Foodpanda
44.57,Dining,2025-05-24,spending,HKD,Morning coffee,Starbucks
72.74,Transport,2025-05-24,spending,HKD,HKTaxi,HKTaxi
90.91,Transport,2025-05-24,spending,HKD,Uber,Uber
44.3,Dining,2025-05-25,spending,HKD,Morning coffee,Starbucks
42.81,Dining,2025-05-26,spending,HKD,Morning coffee,Starbucks
150.31,Other,2025-05-26,spending,HKD,Convenience - Circle K,Circle K
45.88,Dining,2025-05-27,spending,HKD,Morning coffee,Starbucks
43.05,Dining,2025-05-27,spending,HKD,Morning coffee,Starbucks
71.42,Transport,2025-05-27,spending,HKD,MTR,MTR
40.48,Dining,2025-05-28,spending,HKD,Morning coffee,Starbucks
47.25,Dining,2025-05-29,spending,HKD,Morning coffee,Starbucks
204.95,Other,2025-05-29,spending,HKD,Convenience - Circle K,Circle K
1549.17,Shopping,2025-05-29,spending,HKD,Purchase - ZARA,ZARA
84.26,Transport,2025-05-29,spending,HKD,MTR,MTR
44.11,Dining,2025-05-30,spending,HKD,Morning coffee,Starbucks
155.07,Other,2025-05-30,spending,HKD,Convenience - ATM,ATM
20000.0,Salary,2025-05-30,income,HKD,Monthly salary,Design Studio HK
46.57,Dining,2025-05-31,spending,HKD,Morning coffee,Starbucks
1415.08,Shopping,2025-05-31,spending,HKD,Purchase - Uniqlo,Uniqlo
3000.0,Rent,2025-06-01,spending,HKD,Monthly rent,Landlord
346.8,Dining,2025-06-02,spending,HKD,Food - % Arabica,% Arabica
44.81,Dining,2025-06-02,spending,HKD,Morning coffee,Starbucks
45.17,Dining,2025-06-02,spending,HKD,Morning coffee,Starbucks
117.19,Other,2025-06-02,spending,HKD,Convenience - ATM,ATM
103.09,Other,2025-06-02,spending,HKD,Convenience - ATM,ATM
164.22,Other,2025-06-02,spending,HKD,Convenience - Circle K,Circle K
72.22,Transport,2025-06-02,spending,HKD,HKTaxi,HKTaxi
63.88,Transport,2025-06-02,spending,HKD,MTR,MTR
127.42,Other,2025-06-03,spending,HKD,Convenience - 7-Eleven,7-Eleven
121.78,Other,2025-06-03,spending,HKD,Convenience - Circle K,Circle K
121.22,Transport,2025-06-03,spending,HKD,HKTaxi,HKTaxi
102.33,Transport,2025-06-03,spending,HKD,MTR,MTR
352.88,Dining,2025-06-04,spending,HKD,Food - Foodpanda,Foodpanda
42.71,Dining,2025-06-05,spending,HKD,Morning coffee,Starbucks
93.76,Entertainment,2025-06-05,spending,HKD,Netflix subscription,Netflix
64.75,Transport,2025-06-05,spending,HKD,Uber,Uber
80.58,Transport,2025-06-05,spending,HKD,Uber,Uber
441.58,Dining,2025-06-06,spending,HKD,Food - % Arabica,% Arabica
514.31,Dining,2025-06-06,spending,HKD,Food - Keeta,Keeta
39.01,Dining,2025-06-06,spending,HKD,Morning coffee,Starbucks
46.77,Dining,2025-06-06,spending,HKD,Morning coffee,Starbucks
354.32,Dining,2025-06-07,spending,HKD,Food - Fuel Espresso,Fuel Espresso
401.73,Dining,2025-06-07,spending,HKD,Food - Keeta,Keeta
78.52,Transport,2025-06-07,spending,HKD,HKTaxi,HKTaxi
43.2,Dining,2025-06-08,spending,HKD,Morning coffee,Starbucks
58.35,Entertainment,2025-06-08,spending,HKD,Spotify subscription,Spotify
382.18,Dining,2025-06-09,spending,HKD,Food - Foodpanda,Foodpanda
308.12,Dining,2025-06-09,spending,HKD,Food - Keeta,Keeta
44.1,Dining,2025-06-09,spending,HKD,Morning coffee,Starbucks
38.44,Dining,2025-06-10,spending,HKD,Morning coffee,Starbucks
44.01,Dining,2025-06-10,spending,HKD,Morning coffee,Starbucks
38.96,Dining,2025-06-10,spending,HKD,Morning coffee,Starbucks
282.85,Dining,2025-06-11,spending,HKD,Food - Keeta,Keeta
1668.34,Shopping,2025-06-11,spending,HKD,Purchase - Apple Store,Apple Store
104.15,Transport,2025-06-11,spending,HKD,HKTaxi,HKTaxi
97.45,Transport,2025-06-11,spending,HKD,Uber,Uber
119.4,Transport,2025-06-11,spending,HKD,Uber,Uber
72.39,Entertainment,2025-06-12,spending,HKD,Disney+ subscription,Disney+
108.57,Transport,2025-06-12,spending,HKD,HKTaxi,HKTaxi
110.89,Transport,2025-06-12,spending,HKD,HKTaxi,HKTaxi
97.47,Transport,2025-06-12,spending,HKD,MTR,MTR
397.7,Dining,2025-06-13,spending,HKD,Food - Keeta,Keeta
398.6,Dining,2025-06-14,spending,HKD,Food - Fuel Espresso,Fuel Espresso
44.39,Dining,2025-06-14,spending,HKD,Morning coffee,Starbucks
512.2,Dining,2025-06-16,spending,HKD,Food - Foodpanda,Foodpanda
504.92,Dining,2025-06-16,spending,HKD,Food - Fuel Espresso,Fuel Espresso
46.57,Dining,2025-06-16,spending,HKD,Morning coffee,Starbucks
45.66,Dining,2025-06-16,spending,HKD,Morning coffee,Starbucks
1439.57,Shopping,2025-06-17,spending,HKD,Purchase - Uniqlo,Uniqlo
335.81,Dining,2025-06-18,spending,HKD,Food - Keeta,Keeta
78.31,Entertainment,2025-06-18,spending,HKD,YouTube Premium subscription,YouTube Premium
45.41,Dining,2025-06-19,spending,HKD,Morning coffee,Starbucks
124.74,Transport,2025-06-20,spending,HKD,HKTaxi,HKTaxi
44.58,Dining,2025-06-21,spending,HKD,Morning coffee,Starbucks
46.74,Dining,2025-06-21,spending,HKD,Morning coffee,Starbucks
885.88,Shopping,2025-06-21,spending,HKD,Purchase - Apple Store,Apple Store
44.37,Dining,2025-06-22,spending,HKD,Morning coffee,Starbucks
39.67,Dining,2025-06-22,spending,HKD,Morning coffee,Starbucks
57.57,Entertainment,2025-06-22,spending,HKD,Apple subscription,Apple
87.8,Transport,2025-06-22,spending,HKD,Uber,Uber
47.63,Dining,2025-06-23,spending,HKD,Morning coffee,Starbucks
42.81,Dining,2025-06-24,spending,HKD,Morning coffee,Starbucks
104.73,Transport,2025-06-24,spending,HKD,HKTaxi,HKTaxi
96.2,Transport,2025-06-24,spending,HKD,HKTaxi,HKTaxi
77.42,Transport,2025-06-26,spending,HKD,MTR,MTR
42.44,Dining,2025-06-27,spending,HKD,Morning coffee,Starbucks
116.54,Transport,2025-06-27,spending,HKD,HKTaxi,HKTaxi
82.06,Transport,2025-06-28,spending,HKD,HKTaxi,HKTaxi
68.32,Transport,2025-06-28,spending,HKD,HKTaxi,HKTaxi
43.91,Dining,2025-06-29,spending,HKD,Morning coffee,Starbucks
44.93,Dining,2025-06-29,spending,HKD,Morning coffee,Starbucks
130.6,Other,2025-06-29,spending,HKD,Convenience - 7-Eleven,7-Eleven
135.69,Other,2025-06-29,spending,HKD,Convenience - ATM,ATM
115.14,Transport,2025-06-29,spending,HKD,HKTaxi,HKTaxi
105.63,Transport,2025-06-29,spending,HKD,Uber,Uber
20000.0,Salary,2025-06-30,income,HKD,Monthly salary,Design Studio HK
1206.21,Shopping,2025-06-30,spending,HKD,Purchase - Uniqlo,Uniqlo
333.34,Dining,2025-07-01,spending,HKD,Food - Keeta,Keeta
39.26,Dining,2025-07-01,spending,HKD,Morning coffee,Starbucks
224.75,Other,2025-07-01,spending,HKD,Convenience - Circle K,Circle K
3000.0,Rent,2025-07-01,spending,HKD,Monthly rent,Landlord
69.78,Transport,2025-07-01,spending,HKD,HKTaxi,HKTaxi
134.15,Transport,2025-07-01,spending,HKD,MTR,MTR
80.49,Transport,2025-07-02,spending,HKD,MTR,MTR
114.25,Transport,2025-07-02,spending,HKD,MTR,MTR
45.47,Dining,2025-07-03,spending,HKD,Morning coffee,Starbucks
43.19,Dining,2025-07-03,spending,HKD,Morning coffee,Starbucks
1196.45,Shopping,2025-07-03,spending,HKD,Purchase - Uniqlo,Uniqlo
108.28,Transport,2025-07-03,spending,HKD,Uber,Uber
505.5,Dining,2025-07-04,spending,HKD,Food - Fuel Espresso,Fuel Espresso
44.7,Dining,2025-07-04,spending,HKD,Morning coffee,Starbucks
107.16,Transport,2025-07-04,spending,HKD,Uber,Uber
41.2,Dining,2025-07-05,spending,HKD,Morning coffee,Starbucks
93.3,Entertainment,2025-07-05,spending,HKD,Netflix subscription,Netflix
44.32,Dining,2025-07-06,spending,HKD,Morning coffee,Starbucks
43.16,Dining,2025-07-06,spending,HKD,Morning coffee,Starbucks
360.14,Dining,2025-07-07,spending,HKD,Food - % Arabica,% Arabica
43.78,Dining,2025-07-07,spending,HKD,Morning coffee,Starbucks
39.03,Dining,2025-07-08,spending,HKD,Morning coffee,Starbucks
58.0,Entertainment,2025-07-08,spending,HKD,Spotify subscription,Spotify
150.65,Other,2025-07-08,spending,HKD,Convenience - Circle K,Circle K
321.1,Dining,2025-07-09,spending,HKD,Food - Pacific Coffee,Pacific Coffee
41.2,Dining,2025-07-09,spending,HKD,Morning coffee,Starbucks
40.51,Dining,2025-07-10,spending,HKD,Morning coffee,Starbucks
83.69,Transport,2025-07-10,spending,HKD,Uber,Uber
432.7,Dining,2025-07-11,spending,HKD,Food - Keeta,Keeta
284.46,Dining,2025-07-11,spending,HKD,Food - Pacific Coffee,Pacific Coffee
40.28,Dining,2025-07-12,spending,HKD,Morning coffee,Starbucks
73.05,Entertainment,2025-07-12,spending,HKD,Disney+ subscription,Disney+
1311.51,Shopping,2025-07-12,spending,HKD,Purchase - Apple Store,Apple Store
1244.34,Shopping,2025-07-13,spending,HKD,Purchase - Taobao,Taobao
75.17,Transport,2025-07-13,spending,HKD,Uber,Uber
425.36,Dining,2025-07-14,spending,HKD,Food - % Arabica,% Arabica
456.95,Dining,2025-07-14,spending,HKD,Food - Keeta,Keeta
47.6,Dining,2025-07-14,spending,HKD,Morning coffee,Starbucks
343.03,Dining,2025-07-15,spending,HKD,Food - Keeta,Keeta
121.78,Transport,2025-07-15,spending,HKD,MTR,MTR
96.68,Transport,2025-07-16,spending,HKD,MTR,MTR
71.05,Transport,2025-07-16,spending,HKD,MTR,MTR
44.3,Dining,2025-07-17,spending,HKD,Morning coffee,Starbucks
40.5,Dining,2025-07-17,spending,HKD,Morning coffee,Starbucks
45.03,Dining,2025-07-17,spending,HKD,Morning coffee,Starbucks
159.75,Other,2025-07-17,spending,HKD,Convenience - Circle K,Circle K
304.48,Dining,2025-07-18,spending,HKD,Food - Foodpanda,Foodpanda
76.64,Entertainment,2025-07-18,spending,HKD,YouTube Premium subscription,YouTube Premium
152.39,Other,2025-07-18,spending,HKD,Convenience - ATM,ATM
80.71,Transport,2025-07-18,spending,HKD,HKTaxi,HKTaxi
139.98,Transport,2025-07-19,spending,HKD,HKTaxi,HKTaxi
101.18,Transport,2025-07-19,spending,HKD,MTR,MTR
138.03,Transport,2025-07-20,spending,HKD,MTR,MTR
38.4,Dining,2025-07-21,spending,HKD,Morning coffee,Starbucks
399.1,Dining,2025-07-22,spending,HKD,Food - Keeta,Keeta
58.05,Entertainment,2025-07-22,spending,HKD,Apple subscription,Apple
138.49,Transport,2025-07-22,spending,HKD,HKTaxi,HKTaxi
85.87,Transport,2025-07-22,spending,HKD,MTR,MTR
110.47,Transport,2025-07-23,spending,HKD,MTR,MTR
122.73,Transport,2025-07-23,spending,HKD,Uber,Uber
38.49,Dining,2025-07-24,spending,HKD,Morning coffee,Starbucks
45.3,Dining,2025-07-24,spending,HKD,Morning coffee,Starbucks
298.96,Dining,2025-07-25,spending,HKD,Food - % Arabica,% Arabica
40.89,Dining,2025-07-25,spending,HKD,Morning coffee,Starbucks
212.46,Other,2025-07-25,spending,HKD,Convenience - Circle K,Circle K
38.6,Dining,2025-07-26,spending,HKD,Morning coffee,Starbucks
138.65,Transport,2025-07-26,spending,HKD,HKTaxi,HKTaxi
81.42,Transport,2025-07-26,spending,HKD,HKTaxi,HKTaxi
42.66,Dining,2025-07-27,spending,HKD,Morning coffee,Starbucks
1447.7,Shopping,2025-07-28,spending,HKD,Purchase - ZARA,ZARA
532.08,Dining,2025-07-29,spending,HKD,Food - Keeta,Keeta
452.8,Dining,2025-07-30,spending,HKD,Food - Fuel Espresso,Fuel Espresso
39.67,Dining,2025-07-30,spending,HKD,Morning coffee,Starbucks
42.29,Dining,2025-07-30,spending,HKD,Morning coffee,Starbucks
38.08,Dining,2025-07-31,spending,HKD,Morning coffee,Starbucks
20000.0,Salary,2025-07-31,income,HKD,Monthly salary,Design Studio HK
440.96,Dining,2025-08-01,spending,HKD,Food - Fuel Espresso,Fuel Espresso
46.67,Dining,2025-08-01,spending,HKD,Morning coffee,Starbucks
3000.0,Rent,2025-08-01,spending,HKD,Monthly rent,Landlord
239.53,Dining,2025-08-02,spending,HKD,Food - Keeta,Keeta
42.61,Dining,2025-08-02,spending,HKD,Morning coffee,Starbucks
43.42,Dining,2025-08-02,spending,HKD,Morning coffee,Starbucks
46.1,Dining,2025-08-03,spending,HKD,Morning coffee,Starbucks
40.73,Dining,2025-08-04,spending,HKD,Morning coffee,Starbucks
46.68,Dining,2025-08-05,spending,HKD,Morning coffee,Starbucks
92.94,Entertainment,2025-08-05,spending,HKD,Netflix subscription,Netflix
46.82,Dining,2025-08-06,spending,HKD,Morning coffee,Starbucks
45.56,Dining,2025-08-06,spending,HKD,Morning coffee,Starbucks
99.01,Transport,2025-08-06,spending,HKD,MTR,MTR
367.63,Dining,2025-08-07,spending,HKD,Food - Keeta,Keeta
58.31,Entertainment,2025-08-08,spending,HKD,Spotify subscription,Spotify
127.45,Transport,2025-08-09,spending,HKD,HKTaxi,HKTaxi
1359.19,Shopping,2025-08-10,spending,HKD,Purchase - HKTVmall,HKTVmall
135.09,Transport,2025-08-10,spending,HKD,MTR,MTR
257.46,Dining,2025-08-11,spending,HKD,Food - Keeta,Keeta
155.41,Transport,2025-08-11,spending,HKD,MTR,MTR
74.75,Entertainment,2025-08-12,spending,HKD,Disney+ subscription,Disney+
1208.34,Shopping,2025-08-12,spending,HKD,Purchase - Taobao,Taobao
357.61,Dining,2025-08-14,spending,HKD,Food - Keeta,Keeta
115.3,Other,2025-08-14,spending,HKD,Convenience - ATM,ATM
47.37,Dining,2025-08-15,spending,HKD,Morning coffee,Starbucks
42.24,Dining,2025-08-15,spending,HKD,Morning coffee,Starbucks
47.06,Dining,2025-08-15,spending,HKD,Morning coffee,Starbucks
104.39,Transport,2025-08-15,spending,HKD,HKTaxi,HKTaxi
115.43,Transport,2025-08-15,spending,HKD,HKTaxi,HKTaxi
171.43,Other,2025-08-16,spending,HKD,Convenience - 7-Eleven,7-Eleven
107.38,Transport,2025-08-16,spending,HKD,MTR,MTR
1524.6,Shopping,2025-08-17,spending,HKD,Purchase - HKTVmall,HKTVmall
119.14,Transport,2025-08-17,spending,HKD,HKTaxi,HKTaxi
137.22,Transport,2025-08-17,spending,HKD,MTR,MTR
324.54,Dining,2025-08-18,spending,HKD,Food - % Arabica,% Arabica
77.46,Entertainment,2025-08-18,spending,HKD,YouTube Premium subscription,YouTube Premium
106.93,Transport,2025-08-19,spending,HKD,MTR,MTR
40.85,Dining,2025-08-20,spending,HKD,Morning coffee,Starbucks
1107.87,Shopping,2025-08-20,spending,HKD,Purchase - ZARA,ZARA
144.17,Transport,2025-08-20,spending,HKD,MTR,MTR
38.49,Dining,2025-08-21,spending,HKD,Morning coffee,Starbucks
354.07,Dining,2025-08-22,spending,HKD,Food - Foodpanda,Foodpanda
389.97,Dining,2025-08-22,spending,HKD,Food - Foodpanda,Foodpanda
41.56,Dining,2025-08-22,spending,HKD,Morning coffee,Starbucks
57.53,Entertainment,2025-08-22,spending,HKD,Apple subscription,Apple
428.24,Dining,2025-08-23,spending,HKD,Food - % Arabica,% Arabica
340.65,Dining,2025-08-23,spending,HKD,Food - Keeta,Keeta
40.4,Dining,2025-08-23,spending,HKD,Morning coffee,Starbucks
39.45,Dining,2025-08-23,spending,HKD,Morning coffee,Starbucks
47.23,Dining,2025-08-23,spending,HKD,Morning coffee,Starbucks
95.45,Transport,2025-08-23,spending,HKD,MTR,MTR
293.04,Dining,2025-08-24,spending,HKD,Food - Pacific Coffee,Pacific Coffee
38.45,Dining,2025-08-24,spending,HKD,Morning coffee,Starbucks
46.01,Dining,2025-08-24,spending,HKD,Morning coffee,Starbucks
105.54,Transport,2025-08-24,spending,HKD,Uber,Uber
426.96,Dining,2025-08-25,spending,HKD,Food - % Arabica,% Arabica
352.51,Dining,2025-08-25,spending,HKD,Food - Fuel Espresso,Fuel Espresso
182.31,Other,2025-08-25,spending,HKD,Convenience - Circle K,Circle K
111.45,Transport,2025-08-25,spending,HKD,MTR,MTR
361.11,Dining,2025-08-26,spending,HKD,Food - % Arabica,% Arabica
45.11,Dining,2025-08-26,spending,HKD,Morning coffee,Starbucks
38.44,Dining,2025-08-26,spending,HKD,Morning coffee,Starbucks
168.53,Other,2025-08-26,spending,HKD,Convenience - 7-Eleven,7-Eleven
170.93,Other,2025-08-26,spending,HKD,Convenience - 7-Eleven,7-Eleven
85.91,Transport,2025-08-26,spending,HKD,MTR,MTR
155.43,Transport,2025-08-26,spending,HKD,MTR,MTR
47.65,Dining,2025-08-27,spending,HKD,Morning coffee,Starbucks
78.81,Transport,2025-08-27,spending,HKD,HKTaxi,HKTaxi
240.12,Dining,2025-08-28,spending,HKD,Food - % Arabica,% Arabica
